"name","playerid","new_BABIP","BABIP","Source","BABIP_adj_rate"
"Cristofher Carrasco","sa3020335",0.294616,NA,NA,NA
"Cristopher Castro","sa3016218",0.295647,NA,NA,NA
"Cristopher Cruz","sa3015301",0.297908,NA,NA,NA
"Cristopher Molina","sa828598",0.295227,NA,NA,NA
"Cristopher Presinal","sa3022233",0.298209,NA,NA,NA
"Cristopher Sanchez","20778",0.302061882352941,0.328,"REZ1",0.92092037302726
"Cruz Noriega","sa3005702",0.298201,NA,NA,NA
"Cullen Kafka","sa3017818",0.300349,NA,NA,NA
"Curtis Taylor","sa917970",0.292288,NA,NA,NA
"Cy Nielson","sa3020321",0.295264,NA,NA,NA
"DJ Herz","26389",0.287011058823529,0.304,"REZ1",0.944115325077399
"DJ McCarty","sa3015222",0.2994,NA,NA,NA
"DJ Snelten","15949",0.291715,NA,NA,NA
"DL Hall","22207",0.290226823529412,0.288,"REZ1",1.00773202614379
"Dahian Santos","sa3015282",0.280446,NA,NA,NA
"Dailoui Abad","sa3016027",0.29698,NA,NA,NA
"Dairon De Jesus","sa3017765",0.296553,NA,NA,NA
"Daison Acosta","sa944989",0.2902055,NA,NA,NA
"Daiveyon Whittle","sa3007617",0.297476,NA,NA,NA
"Dakody Clemmer","sa918421",0.293391,NA,NA,NA
"Dakota Chalmers","sa875017",0.292007,NA,NA,NA
"Dakota Donovan","sa3014783",0.296271,NA,NA,NA
"Dakota Hawkins","sa3023103",0.2896055,NA,NA,NA
"Dakota Hudson","19206",0.301868588235294,0.328,"REZ1",0.92033106169297
"Dakota Mekkes","sa915807",0.295517,NA,NA,NA
"Dale Stanavich","sa3019833",0.2974415,NA,NA,NA
"Dallas Keuchel","9434",0.306409583333333,0.307,"REZ1",0.998076818675353
"Dallas Woolfolk","sa3007771",0.292309,NA,NA,NA
"Dalton Fowler","sa3023125",0.299963,NA,NA,NA
"Dalton Moats","sa738506",0.288762,NA,NA,NA
"Dalton Roach","sa3010567",0.2894795,NA,NA,NA
"Dalton Rogers","sa3020479",0.304354,NA,NA,NA
"Dalton Stambaugh","sa3011252",0.288296,NA,NA,NA
"Damian Jimenez","sa3021491",0.301534,NA,NA,NA
"Damian Mendoza","sa3005430",0.2934835,NA,NA,NA
"Damon CasettaStubbs","sa3008387",0.296154,NA,NA,NA
"Dan Altavilla","16507",0.295315647058824,0.286,"REZ1",1.03257219251337
"Dan Hammer","sa3011525",0.291463,NA,NA,NA
"Dan Straily","9460",0.2908335,NA,NA,NA
"Dan Winkler","12237",0.294591,NA,NA,NA
"Dane Acker","sa3014924",0.282181714285714,NA,NA,NA
"Dane Dunning","19409",0.294897764705882,0.301,"REZ1",0.979726793042799
"Danery Tejada","sa3019673",0.29651,NA,NA,NA
"Daniel Bard","7115",0.287504,0.275,"REZ1",1.04546909090909
"Daniel Blair","sa3020744",0.294389,NA,NA,NA
"Daniel Camarena","14467",0.293514,NA,NA,NA
"Daniel Castano","19805",0.296052857142857,0.294,"REZ1",1.00698250728863
"Daniel Corniel","sa3019395",0.291046,NA,NA,NA
"Daniel Duarte","17480",0.287617916666667,0.26,"REZ1",1.10622275641026
"Daniel Federman","sa3017460",0.294517,NA,NA,NA
"Daniel Gonzalez","sa3015957",0.293611,NA,NA,NA
"Daniel Gossett","16164",0.299497,NA,NA,NA
"Daniel Guerra","sa3019786",0.292418,NA,NA,NA
"Daniel Guerrero","sa3017789",0.300191,NA,NA,NA
"Daniel Harper","sa3020316",0.289419,NA,NA,NA
"Daniel Hudson","7146",0.285244583333333,0.269,"REZ1",1.06038878562577
"Daniel Juarez","sa3011139",0.2824785,NA,NA,NA
"Daniel Keaney","sa3023598",0.299649,NA,NA,NA
"Daniel Lloyd","sa3017538",0.294974,NA,NA,NA
"Daniel Lynch IV","21537",0.294758588235294,0.285,"REZ1",1.03424066047472
"Daniel Martinez","sa3007734",0.290908,NA,NA,NA
"Daniel Mejia","sa3017144",0.298662,NA,NA,NA
"Daniel Mengden","16980",0.296188,NA,NA,NA
"Daniel Missaki","sa741947",0.290058,NA,NA,NA
"Daniel Norris","13475",0.303570714285714,0.319,"REZ1",0.951632333184057
"Daniel Nunan","sa3011529",0.29082,NA,NA,NA
"Daniel Nunez","sa3018805",0.296351,NA,NA,NA
"Daniel Nunez","sa3023597",0.302864,NA,NA,NA
"Daniel Palencia","27914",0.2923068,0.305,"REZ1",0.958382950819672
"Daniel Ponce de Leon","16110",0.288039,NA,NA,NA
"Daniel Robert","21229",0.278706941176471,0.251,"REZ1",1.11038621982658
"Daniel Tillo","sa876284",0.301875,NA,NA,NA
"Daniel Zamora","17811",0.293268,NA,NA,NA
"Daniele Di Monte","sa3011340",0.298519,NA,NA,NA
"Danis Correa","sa3002980",0.290367,NA,NA,NA
"Dannel Diaz","sa3020822",0.298048,NA,NA,NA
"Danny Carrion","sa3023214",0.300809,NA,NA,NA
"Danny Cody","sa3010662",0.297308,NA,NA,NA
"Danny Coulombe","13293",0.292242705882353,0.293,"REZ1",0.997415378438065
"Danny Denz","sa3015368",0.293114,NA,NA,NA
"Danny Dopico","sa875346",0.29677,NA,NA,NA
"Danny Duffy","3542",0.2897515,NA,NA,NA
"Danny Flatt","sa3023618",0.29397,NA,NA,NA
"Danny Hilario","sa3018865",0.295694,NA,NA,NA
"Danny Kirwin","sa3023553",0.306717,NA,NA,NA
"Danny Mendick","18889",0.290323,NA,NA,NA
"Danny Moreno","sa3006615",0.30204,NA,NA,NA
"Danny Watson","sa3017952",0.2833185,NA,NA,NA
"Danny Wilkinson","sa3020747",0.285073,NA,NA,NA
"Danny Wirchansky","sa3023469",0.2875925,NA,NA,NA
"Danny Young","18439",0.287250235294118,0.26,"REZ1",1.10480859728507
"Dante Biasi","sa3010647",0.28353,NA,NA,NA
"Dante Mendoza","sa3005361",0.297056,NA,NA,NA
"Dany Jimenez","21170",0.285450727272727,0.325,"REZ1",0.87830993006993
"Danyony Pulido","sa3015502",0.29302,NA,NA,NA
"Darcy Longstaff","sa3022180",0.298324,NA,NA,NA
"Darian Rivero","sa3024528",0.298726,NA,NA,NA
"Dariel Francia","sa3021526",0.296573,NA,NA,NA
"Dariel Polanco","sa3022419",0.297499,NA,NA,NA
"Darien Nunez","21197",0.292084,NA,NA,NA
"Darin Gillies","sa875269",0.294,NA,NA,NA
"Dario Gardea","sa3007598",0.28504,NA,NA,NA
"Darius Vines","25928",0.2962825,0.301,"REZ1",0.984327242524917
"Darlin Alcantara","sa3011436",0.299886,NA,NA,NA
"Darlin Mendez","sa3021035",0.297965,NA,NA,NA
"Darlin Noboa","sa3006821",0.298442,NA,NA,NA
"Darlin Pinales","sa3016211",0.308097,NA,NA,NA
"Darlin Saladin","sa3015949",0.29206,NA,NA,NA
"Darling Florentino","sa3006901",0.297426,NA,NA,NA
"Darling Solano","sa3019246",0.299324,NA,NA,NA
"Darlyn De La Cruz","sa3019139",0.297242,NA,NA,NA
"Darrell Thompson","sa3020814",0.290798,NA,NA,NA
"Darren Bowen","sa3020945",0.295465,NA,NA,NA
"Darren McCaughan","20038",0.286371818181818,0.25,"REZ1",1.14548727272727
"Darren O'Day","3321",0.292652,NA,NA,NA
"Darvin Garcia","sa3011716",0.308436,NA,NA,NA
"Darwin Rodriguez","sa3018877",0.298222,NA,NA,NA
"Darwin Rodriguez","sa3021497",0.299973,NA,NA,NA
"Darwinzon Hernandez","19848",0.292831,NA,NA,NA
"Daulton Jefferies","19345",0.302709166666667,0.317,"REZ1",0.954918506834911
"Dauri Moreta","21101",0.286305176470588,0.285,"REZ1",1.00457956656347
"Daury Cabrera","sa3005706",0.297669,NA,NA,NA
"Daury Vasquez","sa3021767",0.298131,NA,NA,NA
"Daury Zapata","sa3020986",0.296364,NA,NA,NA
"David  Landeta","sa3019523",0.299304,NA,NA,NA
"David Bednar","19569",0.294411294117647,0.307,"REZ1",0.958994443379958
"David Bracho","sa3019080",0.300305,NA,NA,NA
"David Buchanan","11176",0.308772545454545,0.336,"REZ1",0.918965909090909
"David Davalillo","sa3020448",0.299421,NA,NA,NA
"David Dominguez","sa3018885",0.295685,NA,NA,NA
"David Ellingson","sa873708",0.298255,NA,NA,NA
"David Festa","30056",0.293142470588235,0.282,"REZ1",1.03951230705048
"David Fletcher","17992",0.29588,NA,NA,NA
"David Griffin","sa3015136",0.290178,NA,NA,NA
"David Hale","9756",0.297715,NA,NA,NA
"David Hess","16130",0.293262,NA,NA,NA
"David Leal","sa1171029",0.2890325,NA,NA,NA
"David Lorduy","sa3019135",0.297035,NA,NA,NA
"David McKay","19814",0.295534,NA,NA,NA
"David Morgan","sa3020260",0.285903,NA,NA,NA
"David Morillo","sa3009610",0.296522,NA,NA,NA
"David Olivo","sa3016048",0.298785,NA,NA,NA
"David Parkinson","sa3004857",0.2932805,NA,NA,NA
"David Peterson","20302",0.301661647058824,0.321,"REZ1",0.939755909840572
"David Phelps","6316",0.295741,NA,NA,NA
"David Price","3184",0.29974,NA,NA,NA
"David Robertson","8241",0.292040117647059,0.302,"REZ1",0.967020257109466
"David Rodriguez","sa3018810",0.296473,NA,NA,NA
"David Rodriguez","sa3023659",0.300301,NA,NA,NA
"David Sanchez","sa917183",0.304196,NA,NA,NA
"David Sandlin","sa3020606",0.2981305,NA,NA,NA
"David Tiburcio","sa3016010",0.29828,NA,NA,NA
"Davidxon Lara","sa3022127",0.299277,NA,NA,NA
"Davis Daniel","27582",0.292172823529412,0.277,"REZ1",1.05477553620726
"Davis Feldman","sa3021464",0.297812,NA,NA,NA
"Davis Martin","21448",0.292121058823529,0.274,"REZ1",1.06613525118076
"Davis Polo","sa3019637",0.300047,NA,NA,NA
"Davis Schwab","sa3010651",0.296114,NA,NA,NA
"Davis Sharpe","sa3018112",0.291382,NA,NA,NA
"Davison Palermo","sa3020480",0.314201,NA,NA,NA
"Dawel Serda","sa3021486",0.296896,NA,NA,NA
"Dawil Almonte","sa3019084",0.295534,NA,NA,NA
"Dawry Segura","sa3017102",0.29417,NA,NA,NA
"Dax Fulton","sa3014535",0.300379,NA,NA,NA
"Dayan Reinoso","sa3017900",0.297763,NA,NA,NA
"Dayeison Arias","sa3002812",0.286279,NA,NA,NA
"Daysbel Hernandez","20271",0.298204235294118,0.311,"REZ1",0.958856062038964
"Dean Kremer","19350",0.288105176470588,0.293,"REZ1",0.983294117647059
"Deck McGuire","11596",0.294405,NA,NA,NA
"Declan Cronin","25645",0.301570705882353,0.278,"REZ1",1.08478671180702
"Dedniel Nunez","23055",0.288300352941177,0.303,"REZ1",0.951486313337216
"Deibi Rodriguez","sa3022137",0.299155,NA,NA,NA
"Deiver Oliveros","sa3021994",0.299173,NA,NA,NA
"Deivi Garcia","20276",0.283144181818182,0.281,"REZ1",1.00763054027823
"Deivy Cruz","sa3016013",0.294496,NA,NA,NA
"Deivy Paulino","sa3024516",0.29924,NA,NA,NA
"Dellin Betances","6216",0.294983,NA,NA,NA
"Delvin Capellan","sa3002996",0.296205,NA,NA,NA
"Delvis Alegre","sa3006352",0.300346,NA,NA,NA
"Demarcus Evans","21087",0.28926,NA,NA,NA
"Dencer Geraldo","sa3017619",0.299609,NA,NA,NA
"Denis Reguillo","sa3019535",0.299148,NA,NA,NA
"Denison Sanchez","sa3018907",0.296456,NA,NA,NA
"Dennis Boatman","sa3017778",0.301071,NA,NA,NA
"Dennis Santana","17878",0.291538941176471,0.273,"REZ1",1.06790820943762
"Denny Bentley","sa3007931",0.294194,NA,NA,NA
"Denny Larrondo","sa3010654",0.298709,NA,NA,NA
"Denny Lima","sa3021787",0.296768,NA,NA,NA
"Denny Roman","sa3007608",0.299639,NA,NA,NA
"Denyi Reyes","20526",0.286542857142857,0.276,"REZ1",1.03819875776398
"Deolis Guerra","8410",0.288628,NA,NA,NA
"Dereck Rodriguez","14509",0.318602857142857,0.389,"REZ1",0.819030481087036
"Derek Casey","sa3008259",0.296184,NA,NA,NA
"Derek Corro","sa3019259",0.296627,NA,NA,NA
"Derek Craft","sa3006824",0.296888,NA,NA,NA
"Derek Diamond","sa3020470",0.300591,NA,NA,NA
"Derek Holland","4141",0.293641,NA,NA,NA
"Derek Law","13133",0.287888941176471,0.252,"REZ1",1.14241643323996
"Derek Molina","sa3005202",0.296411,NA,NA,NA
"Derek True","sa3023126",0.292749,NA,NA,NA
"Derek West","sa3010557",0.294171,NA,NA,NA
"Deretd Parra","sa3011624",0.30014,NA,NA,NA
"Dermis Ordonez","sa3019145",0.298914,NA,NA,NA
"Derrick Edington","sa3023665",0.299544,NA,NA,NA
"Destin Dotson","sa3009988",0.293717,NA,NA,NA
"Develson Aria","sa3008726",0.296495,NA,NA,NA
"Devereaux Harrison","sa3020259",0.2849655,NA,NA,NA
"Devin Conn","sa3007252",0.295756,NA,NA,NA
"Devin Kirby","sa3022908",0.301687,NA,NA,NA
"Devin Smeltzer","19487",0.29373125,0.302,"REZ1",0.972620033112583
"Devin Sweet","25348",0.288409058823529,0.299,"REZ1",0.964578792051938
"Devin Williams","15816",0.282960235294118,0.294,"REZ1",0.962449779911965
"Devon Roedahl","sa3010774",0.300052,NA,NA,NA
"Deybi Salcedo","sa3022389",0.297255,NA,NA,NA
"Deyer Zapata","sa3016063",0.296059,NA,NA,NA
"Deylen Miley","sa3017366",0.29237,NA,NA,NA
"Deyni Olivero","sa917869",0.304667,NA,NA,NA
"Dheygler Gimenez","sa3011879",0.290875,NA,NA,NA
"Dianye Florentino","sa3016252",0.295577,NA,NA,NA
"Didier Fuentes","sa3018841",0.298311,NA,NA,NA
"Didier Vargas","sa3002981",0.296569,NA,NA,NA
"Diego A Castillo","19906",0.285714,NA,NA,NA
"Diego Barrera","sa3023203",0.291526,NA,NA,NA
"Diego Castillo","17496",0.3002896,0.307,"REZ1",0.978142019543974
"Diego Chiquillo","sa3016582",0.295514,NA,NA,NA
"Diego Dominguez","sa3019063",0.299758,NA,NA,NA
"Diego Dugarte","sa3019293",0.296147,NA,NA,NA
"Diego Granado","sa3014931",0.296908,NA,NA,NA
"Diego Hernandez","sa3019385",0.304909,NA,NA,NA
"Diego Navarro","sa3016591",0.295601,NA,NA,NA
"Diego Palmero","sa3021573",0.300694,NA,NA,NA
"Dielmon Urena","sa3016485",0.296805,NA,NA,NA
"Dietrich Enns","13932",0.2837965,NA,NA,NA
"Dikember Sanchez","sa3016033",0.298853,NA,NA,NA
"Dilan Figueredo","sa3019555",0.295601,NA,NA,NA
"Dillon Larsen","sa3018263",0.299469,NA,NA,NA
"Dillon Maples","14672",0.296513,NA,NA,NA
"Dillon Overton","15627",0.308716,NA,NA,NA
"Dillon Peters","18790",0.294306,NA,NA,NA
"Dillon Tate","17796",0.291999882352941,0.296,"REZ1",0.986486089030207
"Dinelson Lamet","17186",0.297385833333333,0.303,"REZ1",0.981471397139714
"Diogenes Almengo","sa835215",0.297162,NA,NA,NA
"Diomede Sierra","sa3009586",0.305605,NA,NA,NA
"Dioni Baez","sa3018309",0.303738,NA,NA,NA
"Dionys Rodriguez","sa3005877",0.281108,NA,NA,NA
"Dioris De La Rosa","sa3024240",0.297073,NA,NA,NA
"Diorys Guerrero","sa3009503",0.295661,NA,NA,NA
"Diosmerky Taveras","sa3004872",0.292871,NA,NA,NA
"Diovel Mariano","sa3018363",0.298157,NA,NA,NA
"Doimil Perez","sa3017104",0.292333,NA,NA,NA
"Dom Hamel","sa3017949",0.2870535,NA,NA,NA
"Domingo Acevedo","17092",0.285437142857143,0.269,"REZ1",1.06110462028678
"Domingo German","17149",0.280178545454545,0.281,"REZ1",0.997076674215464
"Domingo Geronimo","sa3018851",0.297338,NA,NA,NA
"Domingo Gonzalez","sa3007495",0.293922857142857,NA,NA,NA
"Domingo Robles","sa872881",0.2904425,NA,NA,NA
"Domingo Tapia","12178",0.296752857142857,0.289,"REZ1",1.026826495304
"Dominic Hambley","sa3017999",0.301744,NA,NA,NA
"Dominic Leone","13763",0.290383636363636,0.288,"REZ1",1.00827651515152
"Dominic Perachi","sa3020841",0.2967355,NA,NA,NA
"Dominic Pipkin","sa3007896",0.295217,NA,NA,NA
"Donal Montas","sa3019394",0.295768,NA,NA,NA
"Donny Troconis","sa3020992",0.29679,NA,NA,NA
"Donovan Benoit","sa3017464",0.2975805,NA,NA,NA
"Donovan Walton","19314",0.277778,NA,NA,NA
"Donye Evans","sa3023037",0.294273,NA,NA,NA
"Donys Garcia","sa3015941",0.294916,NA,NA,NA
"Doug Kirkland","sa3023095",0.300578,NA,NA,NA
"Doug Nikhazy","sa3018110",0.284833428571429,NA,NA,NA
"Douglas Orellana","sa3016817",0.286204,NA,NA,NA
"Drake Fellows","sa3015208",0.297897,NA,NA,NA
"Drew Anderson","15130",0.2924695,NA,NA,NA
"Drew Carlton","19868",0.302795,0.323,"REZ1",0.937445820433437
"Drew Conover","sa3023279",0.29544,NA,NA,NA
"Drew Dowd","sa3023509",0.296475,NA,NA,NA
"Drew Garrett","sa3022322",0.292589,NA,NA,NA
"Drew Gray","sa3017964",0.291436,NA,NA,NA
"Drew Hutchison","10732",0.293746,NA,NA,NA
"Drew Irvine","sa3019642",0.297836,NA,NA,NA
"Drew McDaniel","sa3020384",0.294986,NA,NA,NA
"Drew Parrish","sa3011395",0.2917465,NA,NA,NA
"Drew Pomeranz","11426",0.287752714285714,NA,NA,NA
"Drew Rasmussen","25385",0.292913529411765,0.311,"REZ1",0.941844146018536
"Drew Rom","24602",0.296436545454545,0.278,"REZ1",1.0663185088293
"Drew Rucinski","12499",0.299472857142857,0.302,"REZ1",0.991631977294229
"Drew Smith","17755",0.282926705882353,0.3,"REZ1",0.943089019607843
"Drew Smyly","11760",0.294149764705882,0.322,"REZ1",0.913508586043113
"Drew Sommers","sa3020885",0.299081,NA,NA,NA
"Drew Steckenrider","18806",0.291605,NA,NA,NA
"Drew Strotman","sa3004584",0.298935,NA,NA,NA
"Drew Thorpe","31967",0.286014235294118,0.297,"REZ1",0.963010893246187
"Drew VerHagen","13424",0.294792857142857,0.295,"REZ1",0.999297820823245
"Drey Jameson","26260",0.301826352941176,0.312,"REZ1",0.967392156862745
"Drue Hackenberg","sa3023304",0.298534333333333,NA,NA,NA
"Dualvert Gutierrez","sa3015452",0.296241,NA,NA,NA
"Duane Underwood Jr","14677",0.295792916666667,0.316,"REZ1",0.936053533755274
"Dugan Darnell","sa3014876",0.3040595,NA,NA,NA
"Duncan Davitt","sa3020394",0.291631,NA,NA,NA
"Duncan Snider","sa3019695",0.298365,NA,NA,NA
"Duque Hebbert","sa3021026",0.289395,NA,NA,NA
"Durbin Feltman","sa3007959",0.290645,NA,NA,NA
"Dusten Knight","16537",0.293253,NA,NA,NA
"Dustin May","19716",0.290293647058824,0.312,"REZ1",0.930428355957768
"Dustin Saenz","sa3017610",0.29198,NA,NA,NA
"Dwayne Matos","sa3009508",0.28876,NA,NA,NA
"Dylan Bice","sa918551",0.291742,NA,NA,NA
"Dylan Bundy","12917",0.294623,NA,NA,NA
"Dylan Burns","sa3018793",0.302958,NA,NA,NA
"Dylan Carmouche","sa3023412",0.292428,NA,NA,NA
"Dylan Castaneda","sa3011731",0.299592,NA,NA,NA
"Dylan Cease","18525",0.276493529411765,0.25,"REZ1",1.10597411764706
"Dylan Coleman","22276",0.283248,0.272,"REZ1",1.04135294117647
"Dylan Covey","14825",0.305112181818182,0.307,"REZ1",0.993850755108084
"Dylan Cumming","sa3020818",0.2969695,NA,NA,NA
"Dylan DeLucia","sa3024964",0.299206,NA,NA,NA
"Dylan Dodd","29928",0.303693058823529,0.326,"REZ1",0.931573800072176
"Dylan File","sa3004197",0.2899085,NA,NA,NA
"Dylan Floro","13394",0.299170352941176,0.295,"REZ1",1.01413678963111
"Dylan Hall","sa3015008",0.288103,NA,NA,NA
"Dylan Heid","sa3019113",0.2945165,NA,NA,NA
"Dylan King","sa3009924",0.294326,NA,NA,NA
"Dylan Lee","19996",0.291065764705882,0.285,"REZ1",1.02128338493292
"Dylan Lesko","sa3020677",0.288569,NA,NA,NA
"Dylan MacLean","sa3014508",0.291474,NA,NA,NA
"Dylan Nedved","sa3020326",0.297941,NA,NA,NA
"Dylan Phillips","sa3019862",0.291458,NA,NA,NA
"Dylan Ray","sa3020392",0.2949585,NA,NA,NA
"Dylan Simmons","sa3023468",0.299723,NA,NA,NA
"Dylan Smith","sa3018113",0.293599,NA,NA,NA
"Dylan Spacke","sa3010812",0.298426,NA,NA,NA
"Dylan Spain","sa3017134",0.2958575,NA,NA,NA
"Dylan Tebrake","sa3020477",0.291834,NA,NA,NA
"Dylan Wilson","sa3021017",0.290184,NA,NA,NA
"Easton Lucas","26058",0.288286,0.296,"REZ1",0.973939189189189
"Easton McGee","22176",0.286505416666667,0.276,"REZ1",1.03806310386473
"Easton Sikorski","sa3020250",0.300808,NA,NA,NA
"Eccel Correa","sa3021019",0.302153,NA,NA,NA
"Eddy Alberto","sa3019491",0.299862,NA,NA,NA
"Eddy Demurias","sa3007852",0.2965495,NA,NA,NA
"Eddy Felix","sa3019646",0.297892,NA,NA,NA
"Eddy Peralta","sa3021757",0.298453,NA,NA,NA
"Eddy Yean","sa3006543",0.298233,NA,NA,NA
"Edelvis Perez","sa3024783",0.297377,NA,NA,NA
"Edgar Barclay","sa1170012",0.285616,NA,NA,NA
"Edgar Escobar","sa3007244",0.289149,NA,NA,NA
"Edgar Garcia","19276",0.296209,NA,NA,NA
"Edgar Isea","sa3009936",0.303957,NA,NA,NA
"Edgar Leon","sa3019161",0.296685,NA,NA,NA
"Edgar Manzo","sa3009638",0.296608,NA,NA,NA
"Edgar Moreta","sa3020989",0.294628,NA,NA,NA
"Edgar Navarro","24363",0.301455,0.301,"REZ1",1.00151162790698
"Edgar Portes","sa3015386",0.288695,NA,NA,NA
"Edgar Sanchez","sa3011131",0.298436,NA,NA,NA
"Edgar Santana","17355",0.301613,NA,NA,NA
"Edgardo Henriquez","26944",0.280185466666667,0.263,"REZ1",1.06534397972117
"Edgardo Ibarra","sa3015348",0.294717,NA,NA,NA
"Edinson Batista","sa3009266",0.299993,NA,NA,NA
"Edinson Salgado","sa3019598",0.296616,NA,NA,NA
"Edinson Valdespina","sa3017875",0.29791,NA,NA,NA
"Edinzo Marquez","sa3019300",0.298642,NA,NA,NA
"Edison Suriel","sa917807",0.300041,NA,NA,NA
"Eduar Gonzalez","sa3020993",0.294497,NA,NA,NA
"Eduar Segovia","sa3008374",0.298383,NA,NA,NA
"Eduard Bazardo","20997",0.278236352941176,0.26,"REZ1",1.07013981900452
"Eduard Monroy","sa3011243",0.295764,NA,NA,NA
"Eduardo Fernandez","sa3021005",0.297674,NA,NA,NA
"Eduardo Herrera","sa3002702",0.290385,NA,NA,NA
"Eduardo Rivera","sa3017951",0.301974,NA,NA,NA
"Eduardo Robles","sa3022261",0.298529,NA,NA,NA
"Eduardo Rodriguez","13164",0.295181529411765,0.28,"REZ1",1.05421974789916
"Eduardo Salazar","23135",0.300338117647059,0.303,"REZ1",0.991214909726267
"Eduardo Soriano","sa3017278",0.297641,NA,NA,NA
"Eduardo Tovar","sa3019647",0.300148,NA,NA,NA
"Eduardo Zapata","sa3017656",0.298223,NA,NA,NA
"Eduarniel Nunez","sa3005284",0.2874275,NA,NA,NA
"Edwar Chirinos","sa3018842",0.298869,NA,NA,NA
"Edwar Colina","20589",0.294678,NA,NA,NA
"Edwar Polimir","sa3017552",0.297935,NA,NA,NA
"Edward Baram","sa3010664",0.295966,NA,NA,NA
"Edward Cabrera","21690",0.292308588235294,0.306,"REZ1",0.955256824298347
"Edward Cedano","sa3021792",0.298906,NA,NA,NA
"Edwin Cervantes","sa3020965",0.298315,NA,NA,NA
"Edwin Diaz","14710",0.292830588235294,0.333,"REZ1",0.879371135841724
"Edwin Escobar","10337",0.2923915,NA,NA,NA
"Edwin Gonzalez","sa3019263",0.300362,NA,NA,NA
"Edwin Jimenez","sa3010800",0.29384,NA,NA,NA
"Edwin Moreno","sa3019166",0.296766,NA,NA,NA
"Edwin Nunez","sa3014813",0.2859565,NA,NA,NA
"Edwin Rodriguez","sa3016058",0.297386,NA,NA,NA
"Edwin Uceta","20539",0.273786823529412,0.248,"REZ1",1.10397912713472
"Edwin Zamudio","sa3015951",0.298759,NA,NA,NA
"Edwuin Bencomo","sa917763",0.289068,NA,NA,NA
"Efrain Contreras","sa3005692",0.2873745,NA,NA,NA
"Eiberson Castellano","sa3015414",0.297400333333333,NA,NA,NA
"Eider Machuca","sa3019430",0.299214,NA,NA,NA
"Eiker Huizi","sa3007842",0.294682,NA,NA,NA
"Eiver Espinoza","sa3018908",0.299767,NA,NA,NA
"Eli Ankeney","sa3020390",0.287884,NA,NA,NA
"Eli Lingos","sa3006798",0.293376,NA,NA,NA
"Eli Morgan","20203",0.285240235294118,0.299,"REZ1",0.953980720047216
"Eli Saul","sa3020471",0.31006,NA,NA,NA
"Eli Villalobos","20408",0.288419166666667,0.27,"REZ1",1.06821913580247
"Elian Serrata","sa3018871",0.298015,NA,NA,NA
"Eliander Alcalde","sa3016519",0.288939,NA,NA,NA
"Elias Moscoso","sa3019159",0.297437,NA,NA,NA
"Eliazar De Los Santos","sa3019709",0.301014,NA,NA,NA
"Eliazar Dishmey","sa3019181",0.29877,NA,NA,NA
"Eliecer Bata","sa3019254",0.295828,NA,NA,NA
"Eliecer Romero","sa3015945",0.294947,NA,NA,NA
"Elieser Hernandez","16933",0.275800833333333,0.24,"REZ1",1.14917013888889
"Eliezer Pena","sa3022119",0.298003,NA,NA,NA
"Eligio Paredes","sa3019129",0.295594,NA,NA,NA
"Elijah Birdsong","sa3020377",0.307425,NA,NA,NA
"Elijah Dale","sa3023501",0.29581,NA,NA,NA
"Elijah Pleasants","sa3024979",0.299259,NA,NA,NA
"Eliseo Mota","sa3019718",0.295033,NA,NA,NA
"Elison Joseph","sa3015306",0.2933145,NA,NA,NA
"Elliot Johnstone","sa3020801",0.29918,NA,NA,NA
"Elmer RodriguezCruz","sa3019459",0.296198,NA,NA,NA
"Elvin Jimenez","sa3019756",0.298209,NA,NA,NA
"Elvin Rodriguez","20962",0.2835436,0.311,"REZ1",0.91171575562701
"Elvis Alvarado","sa919291",0.286608714285714,NA,NA,NA
"Elvis Garcia","sa3015360",0.298386,NA,NA,NA
"Elvis Jerez","sa3009469",0.291733,NA,NA,NA
"Elvis Novas","sa3016816",0.30237,NA,NA,NA
"Elvis Peguero","21652",0.282394,0.242,"REZ1",1.1669173553719
"Elvis Soto","sa3019556",0.296399,NA,NA,NA
"Elwis Mijares","sa3021009",0.297745,NA,NA,NA
"Emailin Montilla","sa3020956",0.296758,NA,NA,NA
"Emannoel Madeira","sa3021737",0.296946,NA,NA,NA
"Emerson Hancock","27470",0.275412823529412,0.266,"REZ1",1.03538655462185
"Emerson Talavera","sa3016005",0.290641,NA,NA,NA
"Emiliano Teodo","sa3015158",0.284359571428571,NA,NA,NA
"Emilio Castillo","sa3016812",0.296212,NA,NA,NA
"Emilio Marquez","sa3006145",0.291322,NA,NA,NA
"Emilio Pagan","14771",0.283442705882353,0.28,"REZ1",1.01229537815126
"Emilio Vargas","sa736761",0.294746,NA,NA,NA
"Emilker Guzman","sa3003158",0.296247,NA,NA,NA
"Eminen Flores","sa3019632",0.292925,NA,NA,NA
"Emmanuel Chapman","sa3023456",0.2949815,NA,NA,NA
"Emmanuel Clase","21032",0.283863058823529,0.288,"REZ1",0.985635620915033
"Emmanuel Martinez","sa3019055",0.295875,NA,NA,NA
"Emmanuel Ramirez","17304",0.291590416666667,0.282,"REZ1",1.03400856973995
"Emmanuel Reyes","sa3019071",0.299708,NA,NA,NA
"Emmet Sheehan","29839",0.273951777777778,0.289,"REZ1",0.947930026912726
"Emmett Olson","sa3023223",0.299018,NA,NA,NA
"Enderjer Sifontes","sa3016458",0.298013,NA,NA,NA
