"name","playerid","new_WAR","WAR","Source","WAR_adj_rate"
"Cesar Aquino","sa3024469",-9.99029e-05,NA,NA,NA
"Cesar Ayala","sa3015349",-9.99029e-05,NA,NA,NA
"Cesar De Jesus","sa3017767",-0.026446,NA,NA,NA
"Cesar Espinal","sa3019192",-9.99029e-05,NA,NA,NA
"Cesar Gomez","sa3014799",-0.060479115,NA,NA,NA
"Cesar Jimenez","sa3019381",-9.99029e-05,NA,NA,NA
"Cesar Lares","sa3019384",-9.99029e-05,NA,NA,NA
"Cesar Perdomo","sa3019248",-9.99029e-05,NA,NA,NA
"Cesar Rojas","sa3019244",-0.0412817,NA,NA,NA
"Cesar Ruiz","sa3016590",-0.0350185,NA,NA,NA
"Cesar Valdez","9013",0.0034148,NA,NA,NA
"Cesar Álvarez","sa3015418",-0.0206515,NA,NA,NA
"Cesari Moreno","sa3009718",-0.0387603,NA,NA,NA
"Chad Bryant","sa3011133",-0.0206928,NA,NA,NA
"Chad Dallas","sa3018180",0.21459254855,NA,NA,NA
"Chad Donato","sa919112",-9.99029e-05,NA,NA,NA
"Chad Green","15552",0.301174270588235,0.76,"REZ1",0.39628193498452
"Chad Kuhl","14975",0.189843534545455,0.695,"REZ1",0.273156164813604
"Chad Patrick","sa3017933",0.192256123333333,NA,NA,NA
"Chad Smith","20190",0.152761172857143,0.534,"REZ1",0.286069612092028
"Chalniel Arias","sa3019370",-9.99029e-05,NA,NA,NA
"Chance Adams","18135",-0.16317237,NA,NA,NA
"Chance Huff","sa3020317",-0.0198135,NA,NA,NA
"Chance Kirby","sa3007200",-0.00431462,NA,NA,NA
"Chandler Arnold","sa3020446",-0.0243023,NA,NA,NA
"Chandler Casey","sa3010820",-0.0047333,NA,NA,NA
"Chandler Champlain","sa3018138",0.194408861775,NA,NA,NA
"Chandler Jozwiak","sa3017307",-0.129456145,NA,NA,NA
"Chandler Murphy","sa3023123",-9.99029e-05,NA,NA,NA
"Charbel Gonzalez","sa3019703",-0.0388681,NA,NA,NA
"Chariel Radney","sa3019183",-0.036089,NA,NA,NA
"Charlee Soto","sa3023450",-9.99029e-05,NA,NA,NA
"Charles Hall","sa1170906",-0.00654235,NA,NA,NA
"Charles King","sa3023436",-0.00353224,NA,NA,NA
"Charlie Barnes","19865",-9.99029e-05,NA,NA,NA
"Charlie Cerny","sa3007230",-0.0228958,NA,NA,NA
"Charlie Morton","4676",1.19671529411765,1.061,"REZ1",1.12791262405056
"Charlie Neuweiler","sa3004345",-0.00578695,NA,NA,NA
"Charlie Ruegger","sa3008427",-0.00490436,NA,NA,NA
"Chase Anderson","6895",-0.1559048875,0.08,"REZ1",-1.94881109375
"Chase Antle","sa3020810",-0.0157929,NA,NA,NA
"Chase Chaney","sa3010369",0.09572804855,NA,NA,NA
"Chase Cohen","sa3007477",-0.059745655,NA,NA,NA
"Chase Costello","sa3020799",-0.107816355,NA,NA,NA
"Chase De Jong","15036",0.343677421428571,1.225,"REZ1",0.280552997084548
"Chase Dollander","sa3023361",0.747398833333333,NA,NA,NA
"Chase Hampton","sa3020682",0.208597599275,NA,NA,NA
"Chase Hopewell","sa3023252",-0.0208116,NA,NA,NA
"Chase Isbell","sa3023209",-0.0102038,NA,NA,NA
"Chase Lee","sa3016946",0.13516835,NA,NA,NA
"Chase Petty","sa3017963",0.216915985714286,NA,NA,NA
"Chase Plymell","sa3017985",-0.1828124,NA,NA,NA
"Chase Shugart","21544",0.162041494117647,0.693,"REZ1",0.233826109837875
"Chase Silseth","30074",0.454281729411765,1.445,"REZ1",0.314381819662121
"Chase Solesky","sa3009940",0.01962692,NA,NA,NA
"Chase Wallace","sa3015105",-0.27279761,NA,NA,NA
"Chase Watkins","sa3017842",-0.00778583,NA,NA,NA
"Chasen Shreve","10855",0.258343059090909,1.007,"REZ1",0.256547228491469
"Chavez Fernander","sa3007240",-0.0092656,NA,NA,NA
"Chay Yeager","sa3023254",-0.018923,NA,NA,NA
"Chayce McDermott","29866",0.290093411764706,0.172,"REZ1",1.68658960328317
"Chazz Martinez","sa3020468",-0.0136585,NA,NA,NA
"Chen ZhongAo Zhuang","sa3018174",0.17931704855,NA,NA,NA
"ChenWei Lin","sa3022876",-9.99029e-05,NA,NA,NA
"Chester Pimentel","sa877342",-0.00449464,NA,NA,NA
"Chi Chi Gonzalez","14663",-0.0545084857142857,-0.181,"REZ1",0.301151854775059
"ChihJung Liu","sa3014675",0.09190604855,NA,NA,NA
"Chris Archer","6345",-9.99029e-05,NA,NA,NA
"Chris Barraza","sa3022649",-0.0236679,NA,NA,NA
"Chris Bassitt","12304",1.92967176470588,1.685,"REZ1",1.14520579507767
"Chris Campos","sa3020396",0.11403354855,NA,NA,NA
"Chris Clark","sa3022874",-9.99029e-05,NA,NA,NA
"Chris Clarke","sa3011411",0.22410004855,NA,NA,NA
"Chris Devenski","12763",0.117763122352941,0.746,"REZ1",0.157859413341744
"Chris Ellis","16125",-0.15159545145,NA,NA,NA
"Chris Flexen","13896",0.204554002352941,0.28,"REZ1",0.730550008403361
"Chris Gau","sa3007728",0.03367285,NA,NA,NA
"Chris Gerard","sa3017507",-0.0126869,NA,NA,NA
"Chris Jefferson","sa3017816",-0.0125808,NA,NA,NA
"Chris Kachmar","sa1170503",-0.09791845145,NA,NA,NA
"Chris Kean","sa3023576",-0.0189307,NA,NA,NA
"Chris Lincoln","sa3011130",-0.0189013,NA,NA,NA
"Chris Martin","11847",0.904942470588235,0.757,"REZ1",1.19543258994483
"Chris Mauloni","sa3014977",-0.0177788,NA,NA,NA
"Chris Mazza","14151",-0.0065813,NA,NA,NA
"Chris McElvain","sa3020806",-9.99029e-05,NA,NA,NA
"Chris McMahon","sa3014429",-9.99029e-05,NA,NA,NA
"Chris Mokma","sa3011750",-0.0154263,NA,NA,NA
"Chris Muller","sa3006811",-0.0042361,NA,NA,NA
"Chris Murphy","26214",0.106517456470588,0.227,"REZ1",0.469239896346204
"Chris Paddack","20099",1.23097882352941,1.234,"REZ1",0.997551720850415
"Chris Rodriguez","22310",-0.0048519,NA,NA,NA
"Chris Roycroft","31261",0.134911482352941,0.679,"REZ1",0.198691432036732
"Chris Sale","10603",3.95428,2.78,"REZ1",1.42240287769784
"Chris Stratton","13761",-0.0666581764705882,-0.097,"REZ1",0.687197695573075
"Chris Vallimont","24935",0.11514222,NA,NA,NA
"Chris Villaman","sa3023559",-9.99029e-05,NA,NA,NA
"Chris Williams Jr","sa3020466",-0.0200082,NA,NA,NA
"Chris Wright","sa3011531",-0.00733814,NA,NA,NA
"Christian Avendano","sa3015777",-0.0345879,NA,NA,NA
"Christian Chamberlain","sa3014486",-0.00549464,NA,NA,NA
"Christian Ciuffetelli","sa3020455",-0.0208725,NA,NA,NA
"Christian Cosby","sa3007245",-0.00653494,NA,NA,NA
"Christian Edwards","sa3017691",-0.0261616,NA,NA,NA
"Christian Fernandez","sa917688",-9.99029e-05,NA,NA,NA
"Christian MacLeod","sa3018005",0.22678304855,NA,NA,NA
"Christian McGowan","sa3017896",0.01559169855,NA,NA,NA
"Christian Mejias","sa946165",-9.99029e-05,NA,NA,NA
"Christian Montes De Oca","sa3018207",-0.09499513,NA,NA,NA
"Christian Oppor","sa3022950",-9.99029e-05,NA,NA,NA
"Christian Roa","sa3014477",-0.02249643,NA,NA,NA
"Christian Rodriguez","sa3022360",-0.0231403,NA,NA,NA
"Christian Romero","sa3016260",-0.17947595145,NA,NA,NA
"Christian Ruebeck","sa3020900",-0.0223707,NA,NA,NA
"Christian Scott","30107",0.587429207125,0.875,"REZ1",0.671347665285714
"Christian Suarez","sa3009222",-0.18120687,NA,NA,NA
"Christian Tripp","sa3007610",-0.0195753,NA,NA,NA
"Christian Young","sa3023437",-9.99029e-05,NA,NA,NA
"Christian Zazueta","sa3018867",-9.99029e-05,NA,NA,NA
"Christopher Hernandez","sa3024217",-9.99029e-05,NA,NA,NA
"Christopher Troye","sa3017530",-0.089745025,NA,NA,NA
"Christopher Vasquez","sa3015218",-0.0231791,NA,NA,NA
"Cionel Perez","19614",0.244058494117647,0.579,"REZ1",0.421517260997663
"Clark Cota","sa3006802",-0.0265387,NA,NA,NA
"Clarke Schmidt","19899",1.99310705882353,1.9,"REZ1",1.04900371517028
"Claudio Galva","sa3016274",-0.0294406,NA,NA,NA
"Claudio Gatier","sa3021477",-0.0339214,NA,NA,NA
"Clay Aguilar","sa3015003",-0.00433844,NA,NA,NA
"Clay Helvey","sa3007459",-0.1126229925,NA,NA,NA
"Clay Holmes","13649",2.07166,0.368,"REZ1",5.62951086956522
"Clayton Andrews","23631",-0.043982425,-0.053,"REZ1",0.829857075471698
"Clayton Beeter","27494",0.287894364705882,0.579,"REZ1",0.497226882048156
"Clayton Kershaw","2036",0.966103529411765,0.471,"REZ1",2.05117522168103
"Clayton McGinness","sa1170265",-0.00400786,NA,NA,NA
"Cleiber Maldonado","sa3016846",-0.0199824,NA,NA,NA
"Cleiverth Perez","sa3002985",-0.0145128,NA,NA,NA
"Clevari Tejada","sa3021040",-9.99029e-05,NA,NA,NA
"Codi Heuer","23293",-0.00169828,NA,NA,NA
"Cody Adcock","sa3023175",-0.0177105,NA,NA,NA
"Cody Bolton","23265",0.115381314117647,0.434,"REZ1",0.265855562483058
"Cody Bradford","27597",1.08591329411765,1.372,"REZ1",0.791481992797119
"Cody Carroll","17664",-0.00401329,NA,NA,NA
"Cody Deason","sa3007958",-9.99029e-05,NA,NA,NA
"Cody Greenhill","sa3017608",-0.0145594,NA,NA,NA
"Cody Laweryson","sa3010633",0.09974012,NA,NA,NA
"Cody Mincey","sa3016707",-9.99029e-05,NA,NA,NA
"Cody Morris","25388",0.1603773775,0.191,"REZ1",0.839672133507853
"Cody Ponce","17920",-0.00512235,NA,NA,NA
"Cody Poteet","18769",0.158372635294118,0.023,"REZ1",6.88576675191816
"Cody Reed","15232",-0.00355041,NA,NA,NA
"Cody Scroggins","sa3011417",-0.293295565,NA,NA,NA
"Cody Sedlock","19357",0.055030515,NA,NA,NA
"Cody Stashak","18088",-0.030210225,NA,NA,NA
"Cody Tucker","sa3022524",-0.0153516,NA,NA,NA
"Colby Langford","sa3022800",-9.99029e-05,NA,NA,NA
"Colby Morris","sa3014805",-9.99029e-05,NA,NA,NA
"Colby White","sa3011200",-0.034190855,NA,NA,NA
"Cole Ayers","sa3018791",-0.11349315,NA,NA,NA
"Cole Duensing","sa918090",-0.0172298,NA,NA,NA
"Cole Henry","sa3014446",-0.05357132,NA,NA,NA
"Cole Hillier","sa3023232",-0.0222899,NA,NA,NA
"Cole Irvin","19244",0.217931654018182,0.106,"REZ1",2.05595900017153
"Cole Kirschsieper","sa3020258",-9.99029e-05,NA,NA,NA
"Cole McDonald","sa3010652",-0.10357541,NA,NA,NA
"Cole Paplham","sa3020749",-0.000705748,NA,NA,NA
"Cole Patten","sa3020623",-9.99029e-05,NA,NA,NA
"Cole Percival","sa3014919",-0.13863545145,NA,NA,NA
"Cole Ragans","21846",3.32825058823529,2.02,"REZ1",1.64764880605708
"Cole Sands","21461",0.769359176470588,1.222,"REZ1",0.629590160777895
"Cole Schoenwetter","sa3023567",-9.99029e-05,NA,NA,NA
"Cole Stupp","sa3021467",-0.0201133,NA,NA,NA
"Cole Sulser","15256",0.266831984705882,1.472,"REZ1",0.181271728740409
"Cole Uvila","sa3006804",-0.00646268,NA,NA,NA
"Cole Waites","25665",0.0959314553846154,0.459,"REZ1",0.209000992123345
"Cole Wilcox","sa3014443",0.24331554855,NA,NA,NA
"Cole Winn","22113",0.21685494,0.648,"REZ1",0.334652685185185
"Coleman Crow","sa3015142",-9.99029e-05,NA,NA,NA
"Coleman Huntley III","sa3014912",0.000722388,NA,NA,NA
"Colin Fields","sa3021985",-9.99029e-05,NA,NA,NA
"Colin Holderman","22361",0.442344,0.226,"REZ1",1.95727433628319
"Colin McKee","sa918482",-0.00385423,NA,NA,NA
"Colin Peluse","sa3011126",-0.13832005,NA,NA,NA
"Colin Poche","19403",-0.0644170823529412,-0.411,"REZ1",0.156732560469443
"Colin Rea","12317",0.885342941176471,1.191,"REZ1",0.743360991751864
"Colin Schmid","sa3007712",-0.0178632,NA,NA,NA
"Colin Selby","24986",0.215723911764706,0.715,"REZ1",0.301711764705882
"Collin Baumgartner","sa3023002",-0.044736145,NA,NA,NA
"Collin Kober","sa913150",-0.0068442,NA,NA,NA
"Collin Lowe","sa3019850",-0.04111702,NA,NA,NA
"Collin McHugh","7531",0.0505148114285714,0.175,"REZ1",0.288656065306122
"Collin Snider","23307",0.115606329411765,0.437,"REZ1",0.264545376228294
"Collin Sullivan","sa3017192",-0.0152173,NA,NA,NA
"Collin Wiles","15106",0.35743466,NA,NA,NA
"Colson Lawrence","sa3023210",-0.0212862,NA,NA,NA
"Colten Brewer","12997",0.0509084695294118,0.226,"REZ1",0.22525871473191
"Colten Schmidt","sa3006765",-9.99029e-05,NA,NA,NA
"Colton Eastman","sa3008312",-9.99029e-05,NA,NA,NA
"Colton Gordon","sa3019426",0.208485466666667,NA,NA,NA
"Colton Hock","sa915685",-0.00210498,NA,NA,NA
"Colton Johnson","sa3017750",-0.15363499,NA,NA,NA
"Connelly Early","sa3023308",0.35770954855,NA,NA,NA
"Conner Greene","16455",-0.019359845,NA,NA,NA
"Conner Loeprich","sa3006986",-9.99029e-05,NA,NA,NA
"Conner Menez","19199",-0.00104012,NA,NA,NA
"Connery Peters","sa3023030",-0.020509,NA,NA,NA
"Connor Brogdon","21205",0.0335503188235294,0.303,"REZ1",0.11072712483013
"Connor Butler","sa3021727",-0.0245587,NA,NA,NA
"Connor Cooke","sa3017822",-0.00985459,NA,NA,NA
"Connor Curlis","sa3006707",-0.00254184,NA,NA,NA
"Connor Fenlong","sa3023034",-0.0152016,NA,NA,NA
"Connor Gillispie","26171",-0.0385448117647059,-0.287,"REZ1",0.134302480016397
"Connor Grey","sa918420",-9.99029e-05,NA,NA,NA
"Connor Higgins","sa3006808",-0.00539288,NA,NA,NA
"Connor Holden","sa3020401",-0.00602979,NA,NA,NA
"Connor Housley","sa3024915",-0.0153124,NA,NA,NA
"Connor Johnstone","sa3004190",-0.00326484,NA,NA,NA
"Connor Jones","sa738697",-9.99029e-05,NA,NA,NA
"Connor Lunn","sa3011189",-0.00681394,NA,NA,NA
"Connor McCullough","sa3020603",0.23367004855,NA,NA,NA
"Connor Noland","sa3020834",0.42377104855,NA,NA,NA
"Connor O'Halloran","sa3023219",-9.99029e-05,NA,NA,NA
"Connor Oliver","sa3023200",-9.99029e-05,NA,NA,NA
"Connor Overton","18376",0.0557437904583334,-0.547,"REZ1",-0.10190820924741
"Connor Pellerin","sa3015012",-0.0206996,NA,NA,NA
"Connor Phillips","27649",0.0486136776470588,-0.21,"REZ1",-0.231493703081233
"Connor Prielipp","sa3020808",-9.99029e-05,NA,NA,NA
"Connor Prins","sa3022032",-0.0383751,NA,NA,NA
"Connor Sadzeck","13483",-0.305957445,NA,NA,NA
"Connor Schultz","sa3024948",-0.0169594,NA,NA,NA
"Connor Seabold","19695",0.299525666022222,0.908,"REZ1",0.329874081522271
"Connor Staine","sa3020739",-9.99029e-05,NA,NA,NA
"Connor Thomas","sa3010784",0.260235485714286,NA,NA,NA
"Connor Van Scoyoc","sa3010243",0.05960704855,NA,NA,NA
"Conor Dryer","sa3017131",-0.0122616,NA,NA,NA
"Conor Grady","sa3017534",-9.99029e-05,NA,NA,NA
"Conor Grammes","sa3011651",-0.240136505,NA,NA,NA
"Conor Larkin","sa3018092",-0.00655411,NA,NA,NA
"Conor Steinbaugh","sa3023419",-0.0145803,NA,NA,NA
"Cooper Adams","sa3023457",-0.0185874,NA,NA,NA
"Cooper Benson","sa3019457",-0.0160203,NA,NA,NA
"Cooper Bradford","sa3010310",-0.0132447,NA,NA,NA
"Cooper Chandler","sa3020641",-0.0143279,NA,NA,NA
"Cooper Criswell","24975",0.443630023529412,1.079,"REZ1",0.411149234040233
"Cooper Hjerpe","sa3020736",-0.03978715145,NA,NA,NA
"Cooper McKeehan","sa3020183",-0.010076,NA,NA,NA
"Corbin Burnes","19361",3.44438941176471,2.812,"REZ1",1.22488954899172
"Corbin Martin","19884",-0.011853025,NA,NA,NA
"Corey Avant","sa3023137",-0.2679622,NA,NA,NA
"Corey Kluber","2429",0.0165000693571429,0.058,"REZ1",0.284483954433497
"Corey Knebel","15010",0.0008517775,NA,NA,NA
"Corey Oswalt","13677",-0.00730882,NA,NA,NA
"Cory Abbott","20277",0.189801945833333,0.328,"REZ1",0.578664469004065
"Cory Lewis","sa3020702",0.0748783826666667,NA,NA,NA
"Cory Wall","sa3022944",-9.99029e-05,NA,NA,NA
"Craig Kimbrel","6655",0.223990623529412,0.334,"REZ1",0.670630609369496
"Craig Stammen","7274",0.00145175,NA,NA,NA
"Craig Yoho","sa3023032",0.187156583333333,NA,NA,NA
"Cre Finfrock","sa829399",-0.00864136,NA,NA,NA
"Cristhian Tortosa","sa920454",-0.0162958,NA,NA,NA
"Cristhofer Gonzalez","sa3019156",-0.0319355,NA,NA,NA
"Cristian Charle","sa3006407",-0.00670592,NA,NA,NA
"Cristian Diaz","sa3022040",-0.0334513,NA,NA,NA
"Cristian Galindo","sa3017986",-0.0311887,NA,NA,NA
"Cristian Hernandez","sa3005836",-0.12151489,NA,NA,NA
"Cristian Hernandez","sa3021788",-9.99029e-05,NA,NA,NA
"Cristian Javier","17606",0.186097418823529,0.4,"REZ1",0.465243547058824
"Cristian Jimenez","sa3017614",-0.0279979,NA,NA,NA
"Cristian Mena","27974",0.127925552941176,-0.191,"REZ1",-0.669767292885741
"Cristian Nunez","sa3019130",-9.99029e-05,NA,NA,NA
"Cristian Rueda","sa3019172",-9.99029e-05,NA,NA,NA
"Cristobal Abreu","sa3022169",-9.99029e-05,NA,NA,NA
"Cristofer Gomez","sa3019567",-0.020374,NA,NA,NA
"Cristofer Melendez","sa873429",-0.00408533,NA,NA,NA
"Cristofer Mezquita","sa3006374",-9.99029e-05,NA,NA,NA
"Cristofer Ogando","20667",-0.0101026,NA,NA,NA
"Cristofer Soriano","sa3021827",-0.0367592,NA,NA,NA
"Cristofher Carrasco","sa3020335",-0.0230749,NA,NA,NA
"Cristopher Castro","sa3016218",-9.99029e-05,NA,NA,NA
"Cristopher Cruz","sa3015301",-0.0347403,NA,NA,NA
"Cristopher Molina","sa828598",-0.00534895,NA,NA,NA
"Cristopher Presinal","sa3022233",-0.0359994,NA,NA,NA
"Cristopher Sanchez","20778",3.13050588235294,3.382,"REZ1",0.925637457821686
"Cruz Noriega","sa3005702",0.07656004855,NA,NA,NA
"Cullen Kafka","sa3017818",-9.99029e-05,NA,NA,NA
"Curtis Taylor","sa917970",-0.00467875,NA,NA,NA
"Cy Nielson","sa3020321",-0.155375445,NA,NA,NA
"DJ Herz","26389",1.14965729411765,1.053,"REZ1",1.09179230210603
"DJ McCarty","sa3015222",-9.99029e-05,NA,NA,NA
"DJ Snelten","15949",-0.00408194,NA,NA,NA
"DL Hall","22207",0.587538117647059,0.971,"REZ1",0.605085600048464
"Dahian Santos","sa3015282",-0.097926155,NA,NA,NA
"Dailoui Abad","sa3016027",-0.0208826,NA,NA,NA
"Dairon De Jesus","sa3017765",-0.034327,NA,NA,NA
"Daison Acosta","sa944989",-0.08250424,NA,NA,NA
"Daiveyon Whittle","sa3007617",-9.99029e-05,NA,NA,NA
"Dakody Clemmer","sa918421",-0.00859402,NA,NA,NA
"Dakota Chalmers","sa875017",-0.14906508,NA,NA,NA
"Dakota Donovan","sa3014783",-0.00550438,NA,NA,NA
"Dakota Hawkins","sa3023103",0.07204254855,NA,NA,NA
"Dakota Hudson","19206",0.101677752941176,0.423,"REZ1",0.240372938395216
"Dakota Mekkes","sa915807",-0.00834931,NA,NA,NA
"Dale Stanavich","sa3019833",-0.12478131,NA,NA,NA
"Dallas Keuchel","9434",0.0784571237916667,0.018,"REZ1",4.35872909953704
"Dallas Woolfolk","sa3007771",-0.0251063,NA,NA,NA
"Dalton Fowler","sa3023125",-0.0224296,NA,NA,NA
"Dalton Moats","sa738506",-0.02373924,NA,NA,NA
"Dalton Roach","sa3010567",0.11147736,NA,NA,NA
"Dalton Rogers","sa3020479",-9.99029e-05,NA,NA,NA
"Dalton Stambaugh","sa3011252",-0.00898325,NA,NA,NA
"Damian Jimenez","sa3021491",-9.99029e-05,NA,NA,NA
"Damian Mendoza","sa3005430",-0.24120537,NA,NA,NA
"Damon CasettaStubbs","sa3008387",-0.0211076,NA,NA,NA
"Dan Altavilla","16507",-0.0037060494117647,0.273,"REZ1",-0.0135752725705667
"Dan Hammer","sa3011525",-0.38263095,NA,NA,NA
"Dan Straily","9460",-0.17475995145,NA,NA,NA
"Dan Winkler","12237",-0.00794552,NA,NA,NA
"Dane Acker","sa3014924",0.0554895785714286,NA,NA,NA
"Dane Dunning","19409",0.418750705882353,0.329,"REZ1",1.27279849812265
"Danery Tejada","sa3019673",-0.0349914,NA,NA,NA
"Daniel Bard","7115",-0.156446141176471,-0.04,"REZ1",3.91115352941176
"Daniel Blair","sa3020744",-0.0159326,NA,NA,NA
"Daniel Camarena","14467",-0.09872665,NA,NA,NA
"Daniel Castano","19805",0.0636263857142857,0.222,"REZ1",0.286605341055341
"Daniel Corniel","sa3019395",-9.99029e-05,NA,NA,NA
"Daniel Duarte","17480",0.0104128541666667,0.665,"REZ1",0.0156584273182957
"Daniel Federman","sa3017460",-9.99029e-05,NA,NA,NA
"Daniel Gonzalez","sa3015957",-0.021279,NA,NA,NA
"Daniel Gossett","16164",-9.99029e-05,NA,NA,NA
"Daniel Guerra","sa3019786",-9.99029e-05,NA,NA,NA
"Daniel Guerrero","sa3017789",-9.99029e-05,NA,NA,NA
"Daniel Harper","sa3020316",-0.17475296,NA,NA,NA
"Daniel Hudson","7146",0.1124856625,0.429,"REZ1",0.262204341491841
"Daniel Juarez","sa3011139",-0.095257975,NA,NA,NA
"Daniel Keaney","sa3023598",-9.99029e-05,NA,NA,NA
"Daniel Lloyd","sa3017538",-9.99029e-05,NA,NA,NA
"Daniel Lynch IV","21537",0.276720870588235,0.191,"REZ1",1.44880036957191
"Daniel Martinez","sa3007734",-0.00929455,NA,NA,NA
"Daniel Mejia","sa3017144",-9.99029e-05,NA,NA,NA
"Daniel Mengden","16980",-0.00586543,NA,NA,NA
"Daniel Missaki","sa741947",-0.0104839905,NA,NA,NA
"Daniel Norris","13475",-0.0285174428571429,-0.092,"REZ1",0.309972204968944
"Daniel Nunan","sa3011529",-0.0225154,NA,NA,NA
"Daniel Nunez","sa3018805",-9.99029e-05,NA,NA,NA
"Daniel Nunez","sa3023597",-9.99029e-05,NA,NA,NA
"Daniel Palencia","27914",0.13493624,0.195,"REZ1",0.691980717948718
"Daniel Ponce de Leon","16110",-0.0105327,NA,NA,NA
"Daniel Robert","21229",0.110566501176471,0.338,"REZ1",0.327119825965889
"Daniel Tillo","sa876284",-0.00579236,NA,NA,NA
"Daniel Zamora","17811",-0.00563461,NA,NA,NA
"Daniele Di Monte","sa3011340",-0.0396972,NA,NA,NA
"Danis Correa","sa3002980",-0.17514005,NA,NA,NA
"Dannel Diaz","sa3020822",-0.0123557,NA,NA,NA
"Danny Carrion","sa3023214",-0.0240639,NA,NA,NA
"Danny Cody","sa3010662",-0.0208983,NA,NA,NA
"Danny Coulombe","13293",0.346607764705882,0.512,"REZ1",0.676968290441176
"Danny Denz","sa3015368",-0.0202105,NA,NA,NA
"Danny Dopico","sa875346",-0.00404973,NA,NA,NA
"Danny Duffy","3542",-0.04413440145,NA,NA,NA
"Danny Flatt","sa3023618",-9.99029e-05,NA,NA,NA
"Danny Hilario","sa3018865",-0.0356641,NA,NA,NA
"Danny Kirwin","sa3023553",-9.99029e-05,NA,NA,NA
"Danny Mendick","18889",-0.22153,NA,NA,NA
"Danny Moreno","sa3006615",-0.0205501,NA,NA,NA
"Danny Watson","sa3017952",-0.18335435,NA,NA,NA
"Danny Wilkinson","sa3020747",-0.0151145,NA,NA,NA
"Danny Wirchansky","sa3023469",0.11512354855,NA,NA,NA
"Danny Young","18439",0.347276470588235,1.041,"REZ1",0.333598915070351
"Dante Biasi","sa3010647",-0.0108551,NA,NA,NA
"Dante Mendoza","sa3005361",-0.0136865,NA,NA,NA
"Dany Jimenez","21170",-0.0320611436363636,0.192,"REZ1",-0.166985123106061
"Danyony Pulido","sa3015502",-9.99029e-05,NA,NA,NA
"Darcy Longstaff","sa3022180",-9.99029e-05,NA,NA,NA
"Darian Rivero","sa3024528",-9.99029e-05,NA,NA,NA
"Dariel Francia","sa3021526",-0.0302755,NA,NA,NA
"Dariel Polanco","sa3022419",-9.99029e-05,NA,NA,NA
"Darien Nunez","21197",-0.00240832,NA,NA,NA
"Darin Gillies","sa875269",-0.00285688,NA,NA,NA
"Dario Gardea","sa3007598",-0.0086437,NA,NA,NA
"Darius Vines","25928",0.145377957125,0.157,"REZ1",0.925974249203822
"Darlin Alcantara","sa3011436",-0.0223896,NA,NA,NA
"Darlin Mendez","sa3021035",-0.0368377,NA,NA,NA
"Darlin Noboa","sa3006821",-0.0322667,NA,NA,NA
"Darlin Pinales","sa3016211",-0.022791,NA,NA,NA
"Darlin Saladin","sa3015949",-9.99029e-05,NA,NA,NA
"Darling Florentino","sa3006901",-0.0220448,NA,NA,NA
"Darling Solano","sa3019246",-0.0333874,NA,NA,NA
"Darlyn De La Cruz","sa3019139",-0.0334934,NA,NA,NA
"Darrell Thompson","sa3020814",-0.08094231,NA,NA,NA
"Darren Bowen","sa3020945",-9.99029e-05,NA,NA,NA
"Darren McCaughan","20038",0.164296672727273,0.025,"REZ1",6.57186690909091
"Darren O'Day","3321",-0.00443729,NA,NA,NA
"Darvin Garcia","sa3011716",-0.0118512,NA,NA,NA
"Darwin Rodriguez","sa3018877",-0.036587,NA,NA,NA
"Darwin Rodriguez","sa3021497",-9.99029e-05,NA,NA,NA
"Darwinzon Hernandez","19848",0.00153583,NA,NA,NA
"Daulton Jefferies","19345",0.264813691666667,0.518,"REZ1",0.511223342985843
"Dauri Moreta","21101",0.0735153647058824,-0.116,"REZ1",-0.633753144016227
"Daury Cabrera","sa3005706",-0.0195433,NA,NA,NA
"Daury Vasquez","sa3021767",-9.99029e-05,NA,NA,NA
"Daury Zapata","sa3020986",-0.0379647,NA,NA,NA
"David  Landeta","sa3019523",-0.0312951,NA,NA,NA
"David Bednar","19569",0.668502235294118,0.559,"REZ1",1.19588950857624
"David Bracho","sa3019080",-9.99029e-05,NA,NA,NA
"David Buchanan","11176",0.0892284650545454,0.143,"REZ1",0.623975280101716
"David Davalillo","sa3020448",-9.99029e-05,NA,NA,NA
"David Dominguez","sa3018885",-0.0356976,NA,NA,NA
"David Ellingson","sa873708",-0.00411556,NA,NA,NA
"David Festa","30056",1.43362588235294,1.095,"REZ1",1.30924738114424
"David Fletcher","17992",-1.47155,NA,NA,NA
"David Griffin","sa3015136",-0.077999345,NA,NA,NA
"David Hale","9756",-0.00405289,NA,NA,NA
"David Hess","16130",-0.0112198,NA,NA,NA
"David Leal","sa1171029",0.00481766,NA,NA,NA
"David Lorduy","sa3019135",-9.99029e-05,NA,NA,NA
"David McKay","19814",-0.00734395,NA,NA,NA
"David Morgan","sa3020260",-0.23106044,NA,NA,NA
"David Morillo","sa3009610",-0.0320289,NA,NA,NA
"David Olivo","sa3016048",-0.0383615,NA,NA,NA
"David Parkinson","sa3004857",0.06822054855,NA,NA,NA
"David Peterson","20302",1.61556,0.805,"REZ1",2.00690683229814
"David Phelps","6316",-0.00149669,NA,NA,NA
"David Price","3184",0.00152579,NA,NA,NA
"David Robertson","8241",0.702930470588235,1.264,"REZ1",0.556115878629933
"David Rodriguez","sa3018810",-9.99029e-05,NA,NA,NA
"David Rodriguez","sa3023659",-9.99029e-05,NA,NA,NA
