"name","playerid","new_FIP","FIP","Source","FIP_adj_rate"
"Cody Ponce","17920",4.77728,NA,NA,NA
"Cody Poteet","18769",4.19470705882353,4.98,"REZ1",0.842310654382235
"Cody Reed","15232",4.52147,NA,NA,NA
"Cody Scroggins","sa3011417",5.53544,NA,NA,NA
"Cody Sedlock","19357",4.986665,NA,NA,NA
"Cody Stashak","18088",4.738525,NA,NA,NA
"Cody Tucker","sa3022524",5.32228,NA,NA,NA
"Colby Langford","sa3022800",6.05786,NA,NA,NA
"Colby Morris","sa3014805",5.15568,NA,NA,NA
"Colby White","sa3011200",4.954715,NA,NA,NA
"Cole Ayers","sa3018791",4.766455,NA,NA,NA
"Cole Duensing","sa918090",5.85557,NA,NA,NA
"Cole Henry","sa3014446",4.954966,NA,NA,NA
"Cole Hillier","sa3023232",5.91905,NA,NA,NA
"Cole Irvin","19244",4.56702545454545,4.126,"REZ1",1.1068893491385
"Cole Kirschsieper","sa3020258",5.9662,NA,NA,NA
"Cole McDonald","sa3010652",4.72164,NA,NA,NA
"Cole Paplham","sa3020749",4.43534,NA,NA,NA
"Cole Patten","sa3020623",5.68064,NA,NA,NA
"Cole Percival","sa3014919",5.357775,NA,NA,NA
"Cole Ragans","21846",3.55356352941176,3.936,"REZ1",0.902836262553802
"Cole Sands","21461",3.51191176470588,3.078,"REZ1",1.14097198333524
"Cole Schoenwetter","sa3023567",6.61037,NA,NA,NA
"Cole Stupp","sa3021467",6.11531,NA,NA,NA
"Cole Sulser","15256",4.20493294117647,3.352,"REZ1",1.25445493471852
"Cole Uvila","sa3006804",4.80554,NA,NA,NA
"Cole Waites","25665",4.22093692307692,3.951,"REZ1",1.06832116504098
"Cole Wilcox","sa3014443",4.84176,NA,NA,NA
"Cole Winn","22113",4.32928909090909,3.407,"REZ1",1.27070416522134
"Coleman Crow","sa3015142",4.55415,NA,NA,NA
"Coleman Huntley III","sa3014912",4.26467,NA,NA,NA
"Colin Fields","sa3021985",5.39767,NA,NA,NA
"Colin Holderman","22361",4.05806117647059,5.223,"REZ1",0.776959827009494
"Colin McKee","sa918482",4.66638,NA,NA,NA
"Colin Peluse","sa3011126",5.232405,NA,NA,NA
"Colin Poche","19403",4.55996117647059,5.06,"REZ1",0.901178098116717
"Colin Rea","12317",4.57694941176471,4.741,"REZ1",0.965397471369902
"Colin Schmid","sa3007712",5.91252,NA,NA,NA
"Colin Selby","24986",4.01915529411765,4.138,"REZ1",0.971279674750519
"Collin Baumgartner","sa3023002",4.778065,NA,NA,NA
"Collin Kober","sa913150",4.93032,NA,NA,NA
"Collin Lowe","sa3019850",4.879465,NA,NA,NA
"Collin McHugh","7531",4.45800714285714,4.941,"REZ1",0.902247954433747
"Collin Snider","23307",4.12208117647059,3.693,"REZ1",1.11618770010035
"Collin Sullivan","sa3017192",5.67496,NA,NA,NA
"Collin Wiles","15106",4.59563,NA,NA,NA
"Colson Lawrence","sa3023210",6.21437,NA,NA,NA
"Colten Brewer","12997",4.32084588235294,3.989,"REZ1",1.08319024375857
"Colten Schmidt","sa3006765",4.66341,NA,NA,NA
"Colton Eastman","sa3008312",5.2261,NA,NA,NA
"Colton Gordon","sa3019426",4.41406333333333,NA,NA,NA
"Colton Hock","sa915685",4.51251,NA,NA,NA
"Colton Johnson","sa3017750",4.6143,NA,NA,NA
"Connelly Early","sa3023308",4.46834,NA,NA,NA
"Conner Greene","16455",4.724255,NA,NA,NA
"Conner Loeprich","sa3006986",5.33636,NA,NA,NA
"Conner Menez","19199",4.325,NA,NA,NA
"Connery Peters","sa3023030",6.42421,NA,NA,NA
"Connor Brogdon","21205",4.85358941176471,6.025,"REZ1",0.805575006102026
"Connor Butler","sa3021727",6.5171,NA,NA,NA
"Connor Cooke","sa3017822",4.59275,NA,NA,NA
"Connor Curlis","sa3006707",4.5509,NA,NA,NA
"Connor Fenlong","sa3023034",5.67356,NA,NA,NA
"Connor Gillispie","26171",5.02096705882353,6.283,"REZ1",0.79913529505388
"Connor Grey","sa918420",4.92141,NA,NA,NA
"Connor Higgins","sa3006808",4.80116,NA,NA,NA
"Connor Holden","sa3020401",4.85741,NA,NA,NA
"Connor Housley","sa3024915",5.93959,NA,NA,NA
"Connor Johnstone","sa3004190",4.61449,NA,NA,NA
"Connor Jones","sa738697",4.79665,NA,NA,NA
"Connor Lunn","sa3011189",4.8015,NA,NA,NA
"Connor McCullough","sa3020603",4.72245,NA,NA,NA
"Connor Noland","sa3020834",4.55687,NA,NA,NA
"Connor O'Halloran","sa3023219",5.79419,NA,NA,NA
"Connor Oliver","sa3023200",5.84657,NA,NA,NA
"Connor Overton","18376",4.87393333333333,5.259,"REZ1",0.926779489129746
"Connor Pellerin","sa3015012",6.16827,NA,NA,NA
"Connor Phillips","27649",4.71331411764706,4.79,"REZ1",0.98399042122068
"Connor Prielipp","sa3020808",5.10177,NA,NA,NA
"Connor Prins","sa3022032",7.45145,NA,NA,NA
"Connor Sadzeck","13483",5.118825,NA,NA,NA
"Connor Schultz","sa3024948",5.70749,NA,NA,NA
"Connor Seabold","19695",4.73905111111111,4.752,"REZ1",0.99727506546951
"Connor Staine","sa3020739",6.15908,NA,NA,NA
"Connor Thomas","sa3010784",4.01442142857143,NA,NA,NA
"Connor Van Scoyoc","sa3010243",5.45861,NA,NA,NA
"Conor Dryer","sa3017131",5.4107,NA,NA,NA
"Conor Grady","sa3017534",5.9135,NA,NA,NA
"Conor Grammes","sa3011651",5.05961,NA,NA,NA
"Conor Larkin","sa3018092",4.84782,NA,NA,NA
"Conor Steinbaugh","sa3023419",5.72575,NA,NA,NA
"Cooper Adams","sa3023457",6.0888,NA,NA,NA
"Cooper Benson","sa3019457",5.74696,NA,NA,NA
"Cooper Bradford","sa3010310",5.49847,NA,NA,NA
"Cooper Chandler","sa3020641",5.49335,NA,NA,NA
"Cooper Criswell","24975",4.40994705882353,5.385,"REZ1",0.818931672947731
"Cooper Hjerpe","sa3020736",5.0283,NA,NA,NA
"Cooper McKeehan","sa3020183",5.21606,NA,NA,NA
"Corbin Burnes","19361",3.60221529411765,4.179,"REZ1",0.861980209169095
"Corbin Martin","19884",4.936195,NA,NA,NA
"Corey Avant","sa3023137",5.25705,NA,NA,NA
"Corey Kluber","2429",4.808,4.933,"REZ1",0.974660450030407
"Corey Knebel","15010",4.4869,NA,NA,NA
"Corey Oswalt","13677",4.97145,NA,NA,NA
"Cory Abbott","20277",4.59669583333333,4.065,"REZ1",1.13079848298483
"Cory Lewis","sa3020702",4.53839333333333,NA,NA,NA
"Cory Wall","sa3022944",5.46824,NA,NA,NA
"Craig Kimbrel","6655",4.12282705882353,4.73,"REZ1",0.871633627658251
"Craig Stammen","7274",4.24597,NA,NA,NA
"Craig Yoho","sa3023032",3.76099,NA,NA,NA
"Cre Finfrock","sa829399",5.08865,NA,NA,NA
"Cristhian Tortosa","sa920454",5.77078,NA,NA,NA
"Cristhofer Gonzalez","sa3019156",7.19141,NA,NA,NA
"Cristian Charle","sa3006407",4.91719,NA,NA,NA
"Cristian Diaz","sa3022040",7.33092,NA,NA,NA
"Cristian Galindo","sa3017986",7.55168,NA,NA,NA
"Cristian Hernandez","sa3005836",5.075755,NA,NA,NA
"Cristian Hernandez","sa3021788",7.13824,NA,NA,NA
"Cristian Javier","17606",4.51412941176471,4.742,"REZ1",0.951946312054978
"Cristian Jimenez","sa3017614",6.83052,NA,NA,NA
"Cristian Mena","27974",4.3514,4.901,"REZ1",0.887859620485615
"Cristian Nunez","sa3019130",6.0731,NA,NA,NA
"Cristian Rueda","sa3019172",7.04212,NA,NA,NA
"Cristobal Abreu","sa3022169",7.31902,NA,NA,NA
"Cristofer Gomez","sa3019567",6.03276,NA,NA,NA
"Cristofer Melendez","sa873429",4.71349,NA,NA,NA
"Cristofer Mezquita","sa3006374",6.7999,NA,NA,NA
"Cristofer Ogando","20667",5.08509,NA,NA,NA
"Cristofer Soriano","sa3021827",7.6365,NA,NA,NA
"Cristofher Carrasco","sa3020335",6.41569,NA,NA,NA
"Cristopher Castro","sa3016218",6.0174,NA,NA,NA
"Cristopher Cruz","sa3015301",7.44981,NA,NA,NA
"Cristopher Molina","sa828598",4.79818,NA,NA,NA
"Cristopher Presinal","sa3022233",7.56618,NA,NA,NA
"Cristopher Sanchez","20778",3.61988117647059,3.314,"REZ1",1.09229969114985
"Cruz Noriega","sa3005702",4.72242,NA,NA,NA
"Cullen Kafka","sa3017818",5.54109,NA,NA,NA
"Curtis Taylor","sa917970",4.66272,NA,NA,NA
"Cy Nielson","sa3020321",4.8244,NA,NA,NA
"DJ Herz","26389",4.35928823529412,4.566,"REZ1",0.954728041019299
"DJ McCarty","sa3015222",5.28742,NA,NA,NA
"DJ Snelten","15949",4.77051,NA,NA,NA
"DL Hall","22207",4.20377882352941,4.548,"REZ1",0.924313725490196
"Dahian Santos","sa3015282",5.14681,NA,NA,NA
"Dailoui Abad","sa3016027",6.3196,NA,NA,NA
"Dairon De Jesus","sa3017765",7.41167,NA,NA,NA
"Daison Acosta","sa944989",4.79651,NA,NA,NA
"Daiveyon Whittle","sa3007617",5.9769,NA,NA,NA
"Dakody Clemmer","sa918421",5.08445,NA,NA,NA
"Dakota Chalmers","sa875017",5.090615,NA,NA,NA
"Dakota Donovan","sa3014783",4.811,NA,NA,NA
"Dakota Hawkins","sa3023103",4.868855,NA,NA,NA
"Dakota Hudson","19206",4.69572352941176,3.992,"REZ1",1.17628344925144
"Dakota Mekkes","sa915807",4.95522,NA,NA,NA
"Dale Stanavich","sa3019833",4.61248,NA,NA,NA
"Dallas Keuchel","9434",4.97020416666667,5.647,"REZ1",0.880149489404403
"Dallas Woolfolk","sa3007771",6.56779,NA,NA,NA
"Dalton Fowler","sa3023125",6.16165,NA,NA,NA
"Dalton Moats","sa738506",4.490975,NA,NA,NA
"Dalton Roach","sa3010567",4.92267,NA,NA,NA
"Dalton Rogers","sa3020479",5.46917,NA,NA,NA
"Dalton Stambaugh","sa3011252",5.01021,NA,NA,NA
"Damian Jimenez","sa3021491",7.02774,NA,NA,NA
"Damian Mendoza","sa3005430",5.138395,NA,NA,NA
"Damon CasettaStubbs","sa3008387",6.20515,NA,NA,NA
"Dan Altavilla","16507",4.77253176470588,4.26,"REZ1",1.12031262082298
"Dan Hammer","sa3011525",5.799445,NA,NA,NA
"Dan Straily","9460",5.4326,NA,NA,NA
"Dan Winkler","12237",5.02695,NA,NA,NA
"Dane Acker","sa3014924",5.07432714285714,NA,NA,NA
"Dane Dunning","19409",4.33845764705882,4.551,"REZ1",0.953297659208707
"Danery Tejada","sa3019673",7.473,NA,NA,NA
"Daniel Bard","7115",4.98174941176471,5.608,"REZ1",0.888329067718385
"Daniel Blair","sa3020744",5.3741,NA,NA,NA
"Daniel Camarena","14467",5.0822,NA,NA,NA
"Daniel Castano","19805",4.39517857142857,4.624,"REZ1",0.950514396935245
"Daniel Corniel","sa3019395",6.1602,NA,NA,NA
"Daniel Duarte","17480",4.57505833333333,4.073,"REZ1",1.12326499713561
"Daniel Federman","sa3017460",5.51119,NA,NA,NA
"Daniel Gonzalez","sa3015957",6.4962,NA,NA,NA
"Daniel Gossett","16164",4.94639,NA,NA,NA
"Daniel Guerra","sa3019786",6.39132,NA,NA,NA
"Daniel Guerrero","sa3017789",6.84222,NA,NA,NA
"Daniel Harper","sa3020316",5.17162,NA,NA,NA
"Daniel Hudson","7146",4.25504583333333,5.159,"REZ1",0.824781126833366
"Daniel Juarez","sa3011139",4.897775,NA,NA,NA
"Daniel Keaney","sa3023598",7.05667,NA,NA,NA
"Daniel Lloyd","sa3017538",5.28654,NA,NA,NA
"Daniel Lynch IV","21537",4.58711176470588,5.926,"REZ1",0.774065434476187
"Daniel Martinez","sa3007734",5.14752,NA,NA,NA
"Daniel Mejia","sa3017144",7.10739,NA,NA,NA
"Daniel Mengden","16980",4.84379,NA,NA,NA
"Daniel Missaki","sa741947",4.551325,NA,NA,NA
"Daniel Norris","13475",4.57117142857143,4.496,"REZ1",1.01671962379258
"Daniel Nunan","sa3011529",6.33257,NA,NA,NA
"Daniel Nunez","sa3018805",7.10337,NA,NA,NA
"Daniel Nunez","sa3023597",5.44216,NA,NA,NA
"Daniel Palencia","27914",3.70672,2.798,"REZ1",1.32477483917084
"Daniel Ponce de Leon","16110",5.17335,NA,NA,NA
"Daniel Robert","21229",4.30845647058823,4.495,"REZ1",0.958499770987371
"Daniel Tillo","sa876284",4.83734,NA,NA,NA
"Daniel Zamora","17811",4.8234,NA,NA,NA
"Daniele Di Monte","sa3011340",7.90924,NA,NA,NA
"Danis Correa","sa3002980",5.024335,NA,NA,NA
"Dannel Diaz","sa3020822",5.4191,NA,NA,NA
"Danny Carrion","sa3023214",6.50452,NA,NA,NA
"Danny Cody","sa3010662",6.18622,NA,NA,NA
"Danny Coulombe","13293",3.71144705882353,4.238,"REZ1",0.875754379146656
"Danny Denz","sa3015368",6.12319,NA,NA,NA
"Danny Dopico","sa875346",4.6827,NA,NA,NA
"Danny Duffy","3542",5.19202,NA,NA,NA
"Danny Flatt","sa3023618",6.48656,NA,NA,NA
"Danny Hilario","sa3018865",7.53517,NA,NA,NA
"Danny Kirwin","sa3023553",5.86021,NA,NA,NA
"Danny Mendick","18889",7.45219,NA,NA,NA
"Danny Moreno","sa3006615",6.15476,NA,NA,NA
"Danny Watson","sa3017952",5.269645,NA,NA,NA
"Danny Wilkinson","sa3020747",5.8698,NA,NA,NA
"Danny Wirchansky","sa3023469",4.749645,NA,NA,NA
"Danny Young","18439",3.78126705882353,3.306,"REZ1",1.14375894096296
"Dante Biasi","sa3010647",5.28627,NA,NA,NA
"Dante Mendoza","sa3005361",5.53795,NA,NA,NA
"Dany Jimenez","21170",4.92905636363636,4.972,"REZ1",0.991362904995246
"Danyony Pulido","sa3015502",6.33244,NA,NA,NA
"Darcy Longstaff","sa3022180",7.63072,NA,NA,NA
"Darian Rivero","sa3024528",7.26919,NA,NA,NA
"Dariel Francia","sa3021526",7.039,NA,NA,NA
"Dariel Polanco","sa3022419",7.01241,NA,NA,NA
"Darien Nunez","21197",4.64559,NA,NA,NA
"Darin Gillies","sa875269",4.5786,NA,NA,NA
"Dario Gardea","sa3007598",4.96412,NA,NA,NA
"Darius Vines","25928",4.67565416666667,3.69,"REZ1",1.26711495031617
"Darlin Alcantara","sa3011436",6.32117,NA,NA,NA
"Darlin Mendez","sa3021035",7.64378,NA,NA,NA
"Darlin Noboa","sa3006821",7.22187,NA,NA,NA
"Darlin Pinales","sa3016211",6.15196,NA,NA,NA
"Darlin Saladin","sa3015949",5.26521,NA,NA,NA
"Darling Florentino","sa3006901",6.28995,NA,NA,NA
"Darling Solano","sa3019246",7.32504,NA,NA,NA
"Darlyn De La Cruz","sa3019139",7.3348,NA,NA,NA
"Darrell Thompson","sa3020814",4.643675,NA,NA,NA
"Darren Bowen","sa3020945",5.74502,NA,NA,NA
"Darren McCaughan","20038",4.88949090909091,4.588,"REZ1",1.06571292700325
"Darren O'Day","3321",4.71776,NA,NA,NA
"Darvin Garcia","sa3011716",5.47945,NA,NA,NA
"Darwin Rodriguez","sa3018877",7.61274,NA,NA,NA
"Darwin Rodriguez","sa3021497",6.74384,NA,NA,NA
"Darwinzon Hernandez","19848",4.19266,NA,NA,NA
"Daulton Jefferies","19345",4.62456666666667,5.413,"REZ1",0.854344479339861
"Dauri Moreta","21101",4.29304352941177,5.335,"REZ1",0.804694194828822
"Daury Cabrera","sa3005706",6.06388,NA,NA,NA
"Daury Vasquez","sa3021767",7.11694,NA,NA,NA
"Daury Zapata","sa3020986",7.74826,NA,NA,NA
"David  Landeta","sa3019523",7.09241,NA,NA,NA
"David Bednar","19569",3.90050117647059,4.933,"REZ1",0.790695555741048
"David Bracho","sa3019080",7.15961,NA,NA,NA
"David Buchanan","11176",4.93059272727273,3.695,"REZ1",1.33439586665026
"David Davalillo","sa3020448",5.26274,NA,NA,NA
"David Dominguez","sa3018885",7.53827,NA,NA,NA
"David Ellingson","sa873708",4.6885,NA,NA,NA
"David Festa","30056",3.78905882352941,3.638,"REZ1",1.04152249134948
"David Fletcher","17992",7.11421,NA,NA,NA
"David Griffin","sa3015136",5.172165,NA,NA,NA
"David Hale","9756",4.68388,NA,NA,NA
"David Hess","16130",5.31875,NA,NA,NA
"David Leal","sa1171029",4.79734,NA,NA,NA
"David Lorduy","sa3019135",6.25665,NA,NA,NA
"David McKay","19814",4.97366,NA,NA,NA
"David Morgan","sa3020260",5.00244,NA,NA,NA
"David Morillo","sa3009610",7.2,NA,NA,NA
"David Olivo","sa3016048",7.78509,NA,NA,NA
"David Parkinson","sa3004857",5.085965,NA,NA,NA
"David Peterson","20302",4.12637764705882,4.714,"REZ1",0.875345279393047
"David Phelps","6316",4.4582,NA,NA,NA
"David Price","3184",4.19444,NA,NA,NA
"David Robertson","8241",3.50033294117647,3.769,"REZ1",0.928716620105192
"David Rodriguez","sa3018810",6.66145,NA,NA,NA
"David Rodriguez","sa3023659",6.17935,NA,NA,NA
"David Sanchez","sa917183",6.52567,NA,NA,NA
"David Sandlin","sa3020606",4.65287,NA,NA,NA
"David Tiburcio","sa3016010",6.35897,NA,NA,NA
"Davidxon Lara","sa3022127",6.92737,NA,NA,NA
"Davis Daniel","27582",4.16877882352941,4.435,"REZ1",0.939972677233239
"Davis Feldman","sa3021464",4.93014,NA,NA,NA
"Davis Martin","21448",4.48851058823529,4.391,"REZ1",1.02220692057283
"Davis Polo","sa3019637",5.85184,NA,NA,NA
"Davis Schwab","sa3010651",5.7463,NA,NA,NA
"Davis Sharpe","sa3018112",4.719895,NA,NA,NA
"Davison Palermo","sa3020480",5.97788,NA,NA,NA
"Dawel Serda","sa3021486",7.02612,NA,NA,NA
"Dawil Almonte","sa3019084",5.7761,NA,NA,NA
"Dawry Segura","sa3017102",6.67928,NA,NA,NA
"Dax Fulton","sa3014535",4.47152,NA,NA,NA
"Dayan Reinoso","sa3017900",6.20605,NA,NA,NA
"Dayeison Arias","sa3002812",5.00027,NA,NA,NA
"Daysbel Hernandez","20271",4.04007647058824,4.655,"REZ1",0.867900423327226
"Dean Kremer","19350",4.28735764705882,3.911,"REZ1",1.09623054130883
"Deck McGuire","11596",5.72755,NA,NA,NA
"Declan Cronin","25645",3.84434117647059,3.927,"REZ1",0.978951152653575
"Dedniel Nunez","23055",3.34797411764706,3.043,"REZ1",1.10022153061027
"Deibi Rodriguez","sa3022137",6.83848,NA,NA,NA
"Deiver Oliveros","sa3021994",7.3693,NA,NA,NA
"Deivi Garcia","20276",4.56820909090909,3.973,"REZ1",1.14981351394641
"Deivy Cruz","sa3016013",5.82047,NA,NA,NA
"Deivy Paulino","sa3024516",6.8555,NA,NA,NA
"Dellin Betances","6216",4.88682,NA,NA,NA
"Delvin Capellan","sa3002996",5.83215,NA,NA,NA
"Delvis Alegre","sa3006352",5.9138,NA,NA,NA
"Demarcus Evans","21087",4.98168,NA,NA,NA
"Dencer Geraldo","sa3017619",7.449,NA,NA,NA
"Denis Reguillo","sa3019535",6.50666,NA,NA,NA
"Denison Sanchez","sa3018907",7.82038,NA,NA,NA
"Dennis Boatman","sa3017778",5.9986,NA,NA,NA
"Dennis Santana","17878",3.97686235294118,4.557,"REZ1",0.872693077230892
"Denny Bentley","sa3007931",4.669,NA,NA,NA
"Denny Larrondo","sa3010654",6.263,NA,NA,NA
"Denny Lima","sa3021787",7.01611,NA,NA,NA
"Denny Roman","sa3007608",5.788,NA,NA,NA
"Denyi Reyes","20526",4.80147142857143,4.468,"REZ1",1.07463550326129
"Deolis Guerra","8410",4.8451,NA,NA,NA
"Dereck Rodriguez","14509",4.92417857142857,4.845,"REZ1",1.01634232640425
"Derek Casey","sa3008259",5.50411,NA,NA,NA
"Derek Corro","sa3019259",6.469,NA,NA,NA
"Derek Craft","sa3006824",4.56828,NA,NA,NA
"Derek Diamond","sa3020470",5.34996,NA,NA,NA
"Derek Holland","4141",4.39874,NA,NA,NA
"Derek Law","13133",4.15724235294118,4.604,"REZ1",0.902963152246129
"Derek Molina","sa3005202",5.64357,NA,NA,NA
"Derek True","sa3023126",5.65682,NA,NA,NA
"Derek West","sa3010557",4.88464,NA,NA,NA
"Deretd Parra","sa3011624",5.98098,NA,NA,NA
"Dermis Ordonez","sa3019145",7.70191,NA,NA,NA
"Derrick Edington","sa3023665",5.65576,NA,NA,NA
"Destin Dotson","sa3009988",5.74786,NA,NA,NA
"Develson Aria","sa3008726",6.42812,NA,NA,NA
"Devereaux Harrison","sa3020259",5.46176,NA,NA,NA
"Devin Conn","sa3007252",5.06474,NA,NA,NA
"Devin Kirby","sa3022908",5.92257,NA,NA,NA
"Devin Smeltzer","19487",5.0271625,4.896,"REZ1",1.02678972630719
"Devin Sweet","25348",4.61657058823529,5.232,"REZ1",0.882372054326318
"Devin Williams","15816",3.15297411764706,3.534,"REZ1",0.892182828988981
"Devon Roedahl","sa3010774",5.64706,NA,NA,NA
"Deybi Salcedo","sa3022389",6.9932,NA,NA,NA
"Deyer Zapata","sa3016063",7.12144,NA,NA,NA
"Deylen Miley","sa3017366",5.80364,NA,NA,NA
"Deyni Olivero","sa917869",5.26506,NA,NA,NA
"Dheygler Gimenez","sa3011879",6.47236,NA,NA,NA
"Dianye Florentino","sa3016252",7.40646,NA,NA,NA
"Didier Fuentes","sa3018841",5.47835,NA,NA,NA
"Didier Vargas","sa3002981",5.49938,NA,NA,NA
"Diego A Castillo","19906",4.8282,NA,NA,NA
"Diego Barrera","sa3023203",4.83751,NA,NA,NA
"Diego Castillo","17496",4.77189866666667,4.364,"REZ1",1.09346898869539
"Diego Chiquillo","sa3016582",7.23071,NA,NA,NA
"Diego Dominguez","sa3019063",7.373,NA,NA,NA
"Diego Dugarte","sa3019293",7.20278,NA,NA,NA
"Diego Granado","sa3014931",5.86077,NA,NA,NA
"Diego Hernandez","sa3019385",7.4847,NA,NA,NA
"Diego Navarro","sa3016591",7.39191,NA,NA,NA
"Diego Palmero","sa3021573",7.33335,NA,NA,NA
"Dielmon Urena","sa3016485",8.18057,NA,NA,NA
"Dietrich Enns","13932",4.22166,NA,NA,NA
"Dikember Sanchez","sa3016033",5.55789,NA,NA,NA
"Dilan Figueredo","sa3019555",6.77979,NA,NA,NA
"Dillon Larsen","sa3018263",5.36198,NA,NA,NA
"Dillon Maples","14672",4.80038,NA,NA,NA
"Dillon Overton","15627",5.27159,NA,NA,NA
"Dillon Peters","18790",4.45307,NA,NA,NA
"Dillon Tate","17796",4.32402941176471,4.916,"REZ1",0.879582874647011
"Dinelson Lamet","17186",4.85723333333333,6.517,"REZ1",0.745317375070329
"Diogenes Almengo","sa835215",4.74736,NA,NA,NA
"Diomede Sierra","sa3009586",5.62436,NA,NA,NA
"Dioni Baez","sa3018309",7.16156,NA,NA,NA
"Dionys Rodriguez","sa3005877",6.02047,NA,NA,NA
"Dioris De La Rosa","sa3024240",6.86089,NA,NA,NA
"Diorys Guerrero","sa3009503",6.31497,NA,NA,NA
"Diosmerky Taveras","sa3004872",4.7816,NA,NA,NA
"Diovel Mariano","sa3018363",7.45796,NA,NA,NA
"Doimil Perez","sa3017104",7.15385,NA,NA,NA
"Dom Hamel","sa3017949",4.938965,NA,NA,NA
"Domingo Acevedo","17092",4.60142142857143,4.719,"REZ1",0.975084006902189
"Domingo German","17149",4.78388,5.247,"REZ1",0.911736230226796
"Domingo Geronimo","sa3018851",7.2674,NA,NA,NA
"Domingo Gonzalez","sa3007495",4.19797857142857,NA,NA,NA
"Domingo Robles","sa872881",4.60729,NA,NA,NA
"Domingo Tapia","12178",4.47504285714286,4.396,"REZ1",1.01798063174314
"Dominic Hambley","sa3017999",6.44744,NA,NA,NA
"Dominic Leone","13763",4.71543090909091,4.399,"REZ1",1.07193246398975
"Dominic Perachi","sa3020841",4.998455,NA,NA,NA
"Dominic Pipkin","sa3007896",4.98079,NA,NA,NA
"Donal Montas","sa3019394",7.2005,NA,NA,NA
"Donny Troconis","sa3020992",6.87141,NA,NA,NA
"Donovan Benoit","sa3017464",5.38981,NA,NA,NA
"Donovan Walton","19314",7.64924,NA,NA,NA
"Donye Evans","sa3023037",5.96645,NA,NA,NA
"Donys Garcia","sa3015941",7.23894,NA,NA,NA
"Doug Kirkland","sa3023095",6.17615,NA,NA,NA
"Doug Nikhazy","sa3018110",4.59510428571429,NA,NA,NA
"Douglas Orellana","sa3016817",5.58009,NA,NA,NA
"Drake Fellows","sa3015208",5.198445,NA,NA,NA
"Drew Anderson","15130",4.74793,NA,NA,NA
"Drew Carlton","19868",4.88085,6.229,"REZ1",0.783568791138225
"Drew Conover","sa3023279",5.71695,NA,NA,NA
"Drew Dowd","sa3023509",6.0652,NA,NA,NA
"Drew Garrett","sa3022322",6.83779,NA,NA,NA
"Drew Gray","sa3017964",6.08658,NA,NA,NA
"Drew Hutchison","10732",5.02181,NA,NA,NA
"Drew Irvine","sa3019642",5.8892,NA,NA,NA
"Drew McDaniel","sa3020384",5.94968,NA,NA,NA
"Drew Parrish","sa3011395",5.540135,NA,NA,NA
"Drew Pomeranz","11426",3.89276857142857,NA,NA,NA
"Drew Rasmussen","25385",3.40856352941176,3.919,"REZ1",0.869753388469447
"Drew Rom","24602",3.81872727272727,3.822,"REZ1",0.999143713429428
"Drew Rucinski","12499",4.75153571428571,4.953,"REZ1",0.959324795938969
"Drew Smith","17755",4.48345294117647,4.623,"REZ1",0.969814609815373
"Drew Smyly","11760",4.49402235294118,4.847,"REZ1",0.927176057961869
"Drew Sommers","sa3020885",4.6505,NA,NA,NA
"Drew Steckenrider","18806",4.78447,NA,NA,NA
"Drew Strotman","sa3004584",4.912675,NA,NA,NA
"Drew Thorpe","31967",4.69531411764706,4.296,"REZ1",1.092950213605
"Drew VerHagen","13424",4.38261428571429,3.566,"REZ1",1.22900008012179
"Drey Jameson","26260",4.12744,4.701,"REZ1",0.877991916613487
"Drue Hackenberg","sa3023304",4.59749,NA,NA,NA
"Dualvert Gutierrez","sa3015452",6.14244,NA,NA,NA
"Duane Underwood Jr","14677",4.678025,5.17,"REZ1",0.904840425531915
"Dugan Darnell","sa3014876",4.695255,NA,NA,NA
"Duncan Davitt","sa3020394",5.012585,NA,NA,NA
"Duncan Snider","sa3019695",5.13469,NA,NA,NA
"Duque Hebbert","sa3021026",5.91617,NA,NA,NA
"Durbin Feltman","sa3007959",4.73539,NA,NA,NA
"Dusten Knight","16537",4.77738,NA,NA,NA
"Dustin May","19716",3.73772941176471,3.692,"REZ1",1.01238608119304
"Dustin Saenz","sa3017610",5.061075,NA,NA,NA
"Dwayne Matos","sa3009508",5.52768,NA,NA,NA
"Dylan Bice","sa918551",5.10688,NA,NA,NA
"Dylan Bundy","12917",5.12841,NA,NA,NA
"Dylan Burns","sa3018793",5.54154,NA,NA,NA
"Dylan Carmouche","sa3023412",5.29854,NA,NA,NA
"Dylan Castaneda","sa3011731",5.98545,NA,NA,NA
"Dylan Cease","18525",3.57871176470588,3.912,"REZ1",0.914803620834837
"Dylan Coleman","22276",5.08087846153846,5.772,"REZ1",0.880263073724612
"Dylan Covey","14825",4.66967454545455,4.957,"REZ1",0.942036422322886
"Dylan Cumming","sa3020818",4.74273,NA,NA,NA
"Dylan DeLucia","sa3024964",5.26737,NA,NA,NA
"Dylan Dodd","29928",4.41742117647059,5.047,"REZ1",0.875256821175072
"Dylan File","sa3004197",4.856335,NA,NA,NA
"Dylan Floro","13394",3.83490352941176,4.101,"REZ1",0.935114247601016
"Dylan Hall","sa3015008",5.44881,NA,NA,NA
"Dylan Heid","sa3019113",5.067315,NA,NA,NA
"Dylan King","sa3009924",4.66934,NA,NA,NA
"Dylan Lee","19996",3.47515882352941,3.985,"REZ1",0.872059930622186
"Dylan Lesko","sa3020677",6.45262,NA,NA,NA
