"name","playerid","new_W","W","Source","W_adj_rate"
"Daulton Jefferies","19345",1.39270833333333,3.24,"REZ1",0.429848251028807
"Dauri Moreta","21101",1.95816470588235,2.112,"REZ1",0.927161319073084
"Daury Cabrera","sa3005706",0.04,NA,NA,NA
"Daury Vasquez","sa3021767",0.03,NA,NA,NA
"Daury Zapata","sa3020986",0.035,NA,NA,NA
"David  Landeta","sa3019523",0.0355,NA,NA,NA
"David Bednar","19569",3.92963058823529,5.466,"REZ1",0.718922537181722
"David Bracho","sa3019080",0.0315,NA,NA,NA
"David Buchanan","11176",1.94145163636364,2.567,"REZ1",0.756311506179835
"David Davalillo","sa3020448",0.049,NA,NA,NA
"David Dominguez","sa3018885",0.0362,NA,NA,NA
"David Ellingson","sa873708",0.0464,NA,NA,NA
"David Festa","30056",5.23799411764706,4.592,"REZ1",1.14067816150851
"David Fletcher","17992",2,NA,NA,NA
"David Griffin","sa3015136",1.5234,NA,NA,NA
"David Hale","9756",0.0472,NA,NA,NA
"David Hess","16130",0.0436,NA,NA,NA
"David Leal","sa1171029",2.0238,NA,NA,NA
"David Lorduy","sa3019135",0.0387,NA,NA,NA
"David McKay","19814",0.0451,NA,NA,NA
"David Morgan","sa3020260",1.5234,NA,NA,NA
"David Morillo","sa3009610",0.0368,NA,NA,NA
"David Olivo","sa3016048",0.0349,NA,NA,NA
"David Parkinson","sa3004857",1.52555,NA,NA,NA
"David Peterson","20302",7.82507882352941,5.161,"REZ1",1.51619430798865
"David Phelps","6316",0.0477,NA,NA,NA
"David Price","3184",0.0496,NA,NA,NA
"David Robertson","8241",3.42750117647059,4.025,"REZ1",0.851553087321885
"David Rodriguez","sa3018810",0.0348,NA,NA,NA
"David Rodriguez","sa3023659",0.0424,NA,NA,NA
"David Sanchez","sa917183",0.0396,NA,NA,NA
"David Sandlin","sa3020606",1.5271,NA,NA,NA
"David Tiburcio","sa3016010",0.0389,NA,NA,NA
"Davidxon Lara","sa3022127",0.0377,NA,NA,NA
"Davis Daniel","27582",2.41387341176471,4.009,"REZ1",0.602113597347145
"Davis Feldman","sa3021464",0.0496,NA,NA,NA
"Davis Martin","21448",5.81566117647059,5.223,"REZ1",1.11347141039069
"Davis Polo","sa3019637",0.0461,NA,NA,NA
"Davis Schwab","sa3010651",0.0426,NA,NA,NA
"Davis Sharpe","sa3018112",1.5224,NA,NA,NA
"Davison Palermo","sa3020480",0.0385,NA,NA,NA
"Dawel Serda","sa3021486",0.0301,NA,NA,NA
"Dawil Almonte","sa3019084",0.0427,NA,NA,NA
"Dawry Segura","sa3017102",0.0382,NA,NA,NA
"Dax Fulton","sa3014535",0.0519,NA,NA,NA
"Dayan Reinoso","sa3017900",0.0402,NA,NA,NA
"Dayeison Arias","sa3002812",0.0456,NA,NA,NA
"Daysbel Hernandez","20271",3.33403294117647,0.702,"REZ1",4.74933467404056
"Dean Kremer","19350",8.72170235294118,9.967,"REZ1",0.875057926451407
"Deck McGuire","11596",0.0439,NA,NA,NA
"Declan Cronin","25645",2.70876705882353,1.277,"REZ1",2.12119581740292
"Dedniel Nunez","23055",2.59632,1.918,"REZ1",1.35366006256517
"Deibi Rodriguez","sa3022137",0.0313,NA,NA,NA
"Deiver Oliveros","sa3021994",0.0362,NA,NA,NA
"Deivi Garcia","20276",1.38008254545455,0.336,"REZ1",4.10738852813853
"Deivy Cruz","sa3016013",0.0436,NA,NA,NA
"Deivy Paulino","sa3024516",0.0311,NA,NA,NA
"Dellin Betances","6216",0.0455,NA,NA,NA
"Delvin Capellan","sa3002996",0.0416,NA,NA,NA
"Delvis Alegre","sa3006352",0.0412,NA,NA,NA
"Demarcus Evans","21087",0.0454,NA,NA,NA
"Dencer Geraldo","sa3017619",0.036,NA,NA,NA
"Denis Reguillo","sa3019535",0.0392,NA,NA,NA
"Denison Sanchez","sa3018907",0.035,NA,NA,NA
"Dennis Boatman","sa3017778",0.0413,NA,NA,NA
"Dennis Santana","17878",2.32020705882353,-0.169,"REZ1",-13.7290358510268
"Denny Bentley","sa3007931",0.0474,NA,NA,NA
"Denny Larrondo","sa3010654",0.0392,NA,NA,NA
"Denny Lima","sa3021787",0.0328,NA,NA,NA
"Denny Roman","sa3007608",0.0408,NA,NA,NA
"Denyi Reyes","20526",0.502214285714286,1.637,"REZ1",0.306789423160834
"Deolis Guerra","8410",0.0455,NA,NA,NA
"Dereck Rodriguez","14509",0.882785714285714,2.976,"REZ1",0.296634984639017
"Derek Casey","sa3008259",0.0433,NA,NA,NA
"Derek Corro","sa3019259",0.0388,NA,NA,NA
"Derek Craft","sa3006824",0.047,NA,NA,NA
"Derek Diamond","sa3020470",0.0442,NA,NA,NA
"Derek Holland","4141",0.0491,NA,NA,NA
"Derek Law","13133",3.86246117647059,3.041,"REZ1",1.27012863415672
"Derek Molina","sa3005202",0.0423,NA,NA,NA
"Derek True","sa3023126",0.046,NA,NA,NA
"Derek West","sa3010557",0.0467,NA,NA,NA
"Deretd Parra","sa3011624",0.04,NA,NA,NA
"Dermis Ordonez","sa3019145",0.0354,NA,NA,NA
"Derrick Edington","sa3023665",0.0422,NA,NA,NA
"Destin Dotson","sa3009988",0.0427,NA,NA,NA
"Develson Aria","sa3008726",0.0381,NA,NA,NA
"Devereaux Harrison","sa3020259",2.52335,NA,NA,NA
"Devin Conn","sa3007252",0.045,NA,NA,NA
"Devin Kirby","sa3022908",0.0406,NA,NA,NA
"Devin Smeltzer","19487",1.90758333333333,1.329,"REZ1",1.43535239528468
"Devin Sweet","25348",2.78759258823529,3.153,"REZ1",0.884108020372754
"Devin Williams","15816",4.33769176470588,4.157,"REZ1",1.04346686666006
"Devon Roedahl","sa3010774",0.0423,NA,NA,NA
"Deybi Salcedo","sa3022389",0.0307,NA,NA,NA
"Deyer Zapata","sa3016063",0.0376,NA,NA,NA
"Deylen Miley","sa3017366",0.0428,NA,NA,NA
"Deyni Olivero","sa917869",0.0488,NA,NA,NA
"Dheygler Gimenez","sa3011879",0.0361,NA,NA,NA
"Dianye Florentino","sa3016252",0.0362,NA,NA,NA
"Didier Fuentes","sa3018841",0.0503,NA,NA,NA
"Didier Vargas","sa3002981",0.0435,NA,NA,NA
"Diego A Castillo","19906",2,NA,NA,NA
"Diego Barrera","sa3023203",0.0466,NA,NA,NA
"Diego Castillo","17496",1.4929576,3.563,"REZ1",0.419017008139209
"Diego Chiquillo","sa3016582",0.0374,NA,NA,NA
"Diego Dominguez","sa3019063",0.0363,NA,NA,NA
"Diego Dugarte","sa3019293",0.0287,NA,NA,NA
"Diego Granado","sa3014931",0.0411,NA,NA,NA
"Diego Hernandez","sa3019385",0.0358,NA,NA,NA
"Diego Navarro","sa3016591",0.0333,NA,NA,NA
"Diego Palmero","sa3021573",0.0263,NA,NA,NA
"Dielmon Urena","sa3016485",0.0339,NA,NA,NA
"Dietrich Enns","13932",0.6849,NA,NA,NA
"Dikember Sanchez","sa3016033",0.0426,NA,NA,NA
"Dilan Figueredo","sa3019555",0.0407,NA,NA,NA
"Dillon Larsen","sa3018263",0.045,NA,NA,NA
"Dillon Maples","14672",0.0462,NA,NA,NA
"Dillon Overton","15627",0.0433,NA,NA,NA
"Dillon Peters","18790",0.0501,NA,NA,NA
"Dillon Tate","17796",1.88319764705882,3.38,"REZ1",0.557159067177167
"Dinelson Lamet","17186",2.11504166666667,2.569,"REZ1",0.823293758920462
"Diogenes Almengo","sa835215",0.0474,NA,NA,NA
"Diomede Sierra","sa3009586",0.0438,NA,NA,NA
"Dioni Baez","sa3018309",0.0366,NA,NA,NA
"Dionys Rodriguez","sa3005877",0.0418,NA,NA,NA
"Dioris De La Rosa","sa3024240",0.0313,NA,NA,NA
"Diorys Guerrero","sa3009503",0.0404,NA,NA,NA
"Diosmerky Taveras","sa3004872",0.0464,NA,NA,NA
"Diovel Mariano","sa3018363",0.0358,NA,NA,NA
"Doimil Perez","sa3017104",0.0359,NA,NA,NA
"Dom Hamel","sa3017949",3.02725,NA,NA,NA
"Domingo Acevedo","17092",0.377285714285714,1.203,"REZ1",0.313620710129438
"Domingo German","17149",1.50600181818182,0.973,"REZ1",1.54779220779221
"Domingo Geronimo","sa3018851",0.0365,NA,NA,NA
"Domingo Gonzalez","sa3007495",2.39171285714286,NA,NA,NA
"Domingo Robles","sa872881",2.52705,NA,NA,NA
"Domingo Tapia","12178",0.297142857142857,0.921,"REZ1",0.32263068093687
"Dominic Hambley","sa3017999",0.0398,NA,NA,NA
"Dominic Leone","13763",1.01605109090909,1.799,"REZ1",0.564786598615392
"Dominic Perachi","sa3020841",2.02485,NA,NA,NA
"Dominic Pipkin","sa3007896",0.0454,NA,NA,NA
"Donal Montas","sa3019394",0.0368,NA,NA,NA
"Donny Troconis","sa3020992",0.0317,NA,NA,NA
"Donovan Benoit","sa3017464",1.02205,NA,NA,NA
"Donovan Walton","19314",1,NA,NA,NA
"Donye Evans","sa3023037",0.0396,NA,NA,NA
"Donys Garcia","sa3015941",0.0367,NA,NA,NA
"Doug Kirkland","sa3023095",0.0402,NA,NA,NA
"Doug Nikhazy","sa3018110",1.66173428571429,NA,NA,NA
"Douglas Orellana","sa3016817",0.0498,NA,NA,NA
"Drake Fellows","sa3015208",1.52275,NA,NA,NA
"Drew Anderson","15130",2.52295,NA,NA,NA
"Drew Carlton","19868",0.688785714285714,2.29,"REZ1",0.300779787897692
"Drew Conover","sa3023279",0.0427,NA,NA,NA
"Drew Dowd","sa3023509",0.0411,NA,NA,NA
"Drew Garrett","sa3022322",0.0394,NA,NA,NA
"Drew Gray","sa3017964",0.0429,NA,NA,NA
"Drew Hutchison","10732",0.047,NA,NA,NA
"Drew Irvine","sa3019642",0.0414,NA,NA,NA
"Drew McDaniel","sa3020384",0.0364,NA,NA,NA
"Drew Parrish","sa3011395",2.0238,NA,NA,NA
"Drew Pomeranz","11426",0.350655,NA,NA,NA
"Drew Rasmussen","25385",6.19106823529412,2.434,"REZ1",2.54357774662864
"Drew Rom","24602",1.58691236363636,1.815,"REZ1",0.874331880791385
"Drew Rucinski","12499",1.61528571428571,5.52,"REZ1",0.292624223602484
"Drew Smith","17755",1.48613847058824,3.358,"REZ1",0.442566548715972
"Drew Smyly","11760",3.02490823529412,3.355,"REZ1",0.901611992636101
"Drew Sommers","sa3020885",0.0463,NA,NA,NA
"Drew Steckenrider","18806",0.046,NA,NA,NA
"Drew Strotman","sa3004584",1.52295,NA,NA,NA
"Drew Thorpe","31967",4.59523058823529,2.789,"REZ1",1.6476266002995
"Drew VerHagen","13424",1.35057142857143,4.611,"REZ1",0.292902066486972
"Drey Jameson","26260",3.05849764705882,2.788,"REZ1",1.0970221115706
"Drue Hackenberg","sa3023304",1.1100565,NA,NA,NA
"Dualvert Gutierrez","sa3015452",0.0389,NA,NA,NA
"Duane Underwood Jr","14677",1.324875,2.833,"REZ1",0.467657959759972
"Dugan Darnell","sa3014876",0.5217,NA,NA,NA
"Duncan Davitt","sa3020394",3.0249,NA,NA,NA
"Duncan Snider","sa3019695",0.0491,NA,NA,NA
"Duque Hebbert","sa3021026",0.0395,NA,NA,NA
"Durbin Feltman","sa3007959",0.0462,NA,NA,NA
"Dusten Knight","16537",0.0465,NA,NA,NA
"Dustin May","19716",3.40724117647059,3.354,"REZ1",1.01587393454699
"Dustin Saenz","sa3017610",2.0245,NA,NA,NA
"Dwayne Matos","sa3009508",0.044,NA,NA,NA
"Dylan Bice","sa918551",0.0453,NA,NA,NA
"Dylan Bundy","12917",0.0489,NA,NA,NA
"Dylan Burns","sa3018793",0.0432,NA,NA,NA
"Dylan Carmouche","sa3023412",0.0469,NA,NA,NA
"Dylan Castaneda","sa3011731",0.0403,NA,NA,NA
"Dylan Cease","18525",12.0096823529412,7.883,"REZ1",1.52349135518726
"Dylan Coleman","22276",1.82212307692308,2.943,"REZ1",0.619137980605871
"Dylan Covey","14825",2.18500618181818,6.585,"REZ1",0.331815669220681
"Dylan Cumming","sa3020818",2.02615,NA,NA,NA
"Dylan DeLucia","sa3024964",0.0457,NA,NA,NA
"Dylan Dodd","29928",2.13273717647059,2.171,"REZ1",0.982375484325467
"Dylan File","sa3004197",2.5242,NA,NA,NA
"Dylan Floro","13394",3.25976823529412,3.491,"REZ1",0.93376345897855
"Dylan Hall","sa3015008",0.0432,NA,NA,NA
"Dylan Heid","sa3019113",1.52295,NA,NA,NA
"Dylan King","sa3009924",0.0465,NA,NA,NA
"Dylan Lee","19996",3.18321176470588,1.729,"REZ1",1.84107100330011
"Dylan Lesko","sa3020677",0.0371,NA,NA,NA
"Dylan MacLean","sa3014508",0.0411,NA,NA,NA
"Dylan Nedved","sa3020326",0.0399,NA,NA,NA
"Dylan Phillips","sa3019862",0.0461,NA,NA,NA
"Dylan Ray","sa3020392",2.5269,NA,NA,NA
"Dylan Simmons","sa3023468",0.0416,NA,NA,NA
"Dylan Smith","sa3018113",0.0502,NA,NA,NA
"Dylan Spacke","sa3010812",0.0446,NA,NA,NA
"Dylan Spain","sa3017134",0.5224,NA,NA,NA
"Dylan Tebrake","sa3020477",0.0534,NA,NA,NA
"Dylan Wilson","sa3021017",0.0294,NA,NA,NA
"Easton Lucas","26058",1.23756352941176,0.858,"REZ1",1.44238173591115
"Easton McGee","22176",2.102125,2.487,"REZ1",0.845245275432248
"Easton Sikorski","sa3020250",0.0408,NA,NA,NA
"Eccel Correa","sa3021019",0.0432,NA,NA,NA
"Eddy Alberto","sa3019491",0.0413,NA,NA,NA
"Eddy Demurias","sa3007852",1.02285,NA,NA,NA
"Eddy Felix","sa3019646",0.0351,NA,NA,NA
"Eddy Peralta","sa3021757",0.0374,NA,NA,NA
"Eddy Yean","sa3006543",2.02235,NA,NA,NA
"Edelvis Perez","sa3024783",0.0289,NA,NA,NA
"Edgar Barclay","sa1170012",3.0251,NA,NA,NA
"Edgar Escobar","sa3007244",0.0435,NA,NA,NA
"Edgar Garcia","19276",0.0442,NA,NA,NA
"Edgar Isea","sa3009936",0.0415,NA,NA,NA
"Edgar Leon","sa3019161",0.0303,NA,NA,NA
"Edgar Manzo","sa3009638",0.0462,NA,NA,NA
"Edgar Moreta","sa3020989",0.0468,NA,NA,NA
"Edgar Navarro","24363",0.686785714285714,2.288,"REZ1",0.300168581418581
"Edgar Portes","sa3015386",0.0445,NA,NA,NA
"Edgar Sanchez","sa3011131",0.0427,NA,NA,NA
"Edgar Santana","17355",0.0491,NA,NA,NA
"Edgardo Henriquez","26944",1.95734133333333,3.116,"REZ1",0.628158322635858
"Edgardo Ibarra","sa3015348",0.0386,NA,NA,NA
"Edinson Batista","sa3009266",0.0465,NA,NA,NA
"Edinson Salgado","sa3019598",0.0311,NA,NA,NA
"Edinson Valdespina","sa3017875",0.0358,NA,NA,NA
"Edinzo Marquez","sa3019300",0.0324,NA,NA,NA
"Edison Suriel","sa917807",0.0388,NA,NA,NA
"Eduar Gonzalez","sa3020993",0.0323,NA,NA,NA
"Eduar Segovia","sa3008374",0.0397,NA,NA,NA
"Eduard Bazardo","20997",2.55603176470588,2.628,"REZ1",0.972614826752619
"Eduard Monroy","sa3011243",0.0407,NA,NA,NA
"Eduardo Fernandez","sa3021005",0.0366,NA,NA,NA
"Eduardo Herrera","sa3002702",0.0486,NA,NA,NA
"Eduardo Rivera","sa3017951",0.0441,NA,NA,NA
"Eduardo Robles","sa3022261",0.0312,NA,NA,NA
"Eduardo Rodriguez","13164",8.39195294117647,6.256,"REZ1",1.34142470287348
"Eduardo Salazar","23135",2.47385411764706,3.671,"REZ1",0.673891069912029
"Eduardo Soriano","sa3017278",0.0342,NA,NA,NA
"Eduardo Tovar","sa3019647",0.0361,NA,NA,NA
"Eduardo Zapata","sa3017656",0.0347,NA,NA,NA
"Eduarniel Nunez","sa3005284",2.02335,NA,NA,NA
"Edwar Chirinos","sa3018842",0.0348,NA,NA,NA
"Edwar Colina","20589",0.0493,NA,NA,NA
"Edwar Polimir","sa3017552",0.0421,NA,NA,NA
"Edward Baram","sa3010664",0.0401,NA,NA,NA
"Edward Cabrera","21690",6.28562352941176,5.773,"REZ1",1.08879673123363
"Edward Cedano","sa3021792",0.0267,NA,NA,NA
"Edwin Cervantes","sa3020965",0.0337,NA,NA,NA
"Edwin Diaz","14710",4.70046823529412,5.253,"REZ1",0.894815959507732
"Edwin Escobar","10337",1.52345,NA,NA,NA
"Edwin Gonzalez","sa3019263",0.0321,NA,NA,NA
"Edwin Jimenez","sa3010800",0.0435,NA,NA,NA
"Edwin Moreno","sa3019166",0.0303,NA,NA,NA
"Edwin Nunez","sa3014813",1.5202,NA,NA,NA
"Edwin Rodriguez","sa3016058",0.0355,NA,NA,NA
"Edwin Uceta","20539",3.06205764705882,3.549,"REZ1",0.862794490577296
"Edwin Zamudio","sa3015951",0.0362,NA,NA,NA
"Edwuin Bencomo","sa917763",0.0453,NA,NA,NA
"Efrain Contreras","sa3005692",1.52545,NA,NA,NA
"Eiberson Castellano","sa3015414",2.26786166666667,NA,NA,NA
"Eider Machuca","sa3019430",0.0281,NA,NA,NA
"Eiker Huizi","sa3007842",0.0428,NA,NA,NA
"Eiver Espinoza","sa3018908",0.036,NA,NA,NA
"Eli Ankeney","sa3020390",0.0456,NA,NA,NA
"Eli Lingos","sa3006798",0.0465,NA,NA,NA
"Eli Morgan","20203",2.52669058823529,3.003,"REZ1",0.84138880727116
"Eli Saul","sa3020471",0.0462,NA,NA,NA
"Eli Villalobos","20408",0.737125,1.81,"REZ1",0.40725138121547
"Elian Serrata","sa3018871",0.0373,NA,NA,NA
"Eliander Alcalde","sa3016519",0.0405,NA,NA,NA
"Elias Moscoso","sa3019159",0.0359,NA,NA,NA
"Eliazar De Los Santos","sa3019709",0.0305,NA,NA,NA
"Eliazar Dishmey","sa3019181",0.0359,NA,NA,NA
"Eliecer Bata","sa3019254",0.0349,NA,NA,NA
"Eliecer Romero","sa3015945",0.0355,NA,NA,NA
"Elieser Hernandez","16933",2.129625,2.654,"REZ1",0.802420874152223
"Eliezer Pena","sa3022119",0.0322,NA,NA,NA
"Eligio Paredes","sa3019129",0.0412,NA,NA,NA
"Elijah Birdsong","sa3020377",0.04,NA,NA,NA
"Elijah Dale","sa3023501",0.0436,NA,NA,NA
"Elijah Pleasants","sa3024979",0.04,NA,NA,NA
"Eliseo Mota","sa3019718",0.0321,NA,NA,NA
"Elison Joseph","sa3015306",1.0246,NA,NA,NA
"Elliot Johnstone","sa3020801",0.0407,NA,NA,NA
"Elmer RodriguezCruz","sa3019459",0.0489,NA,NA,NA
"Elvin Jimenez","sa3019756",0.0359,NA,NA,NA
"Elvin Rodriguez","20962",0.575657066666667,0.248,"REZ1",2.32119784946237
"Elvis Alvarado","sa919291",1.56603514285714,NA,NA,NA
"Elvis Garcia","sa3015360",0.0382,NA,NA,NA
"Elvis Jerez","sa3009469",0.0402,NA,NA,NA
"Elvis Novas","sa3016816",0.0401,NA,NA,NA
"Elvis Peguero","21652",4.08539529411765,4.261,"REZ1",0.958787912254787
"Elvis Soto","sa3019556",0.0401,NA,NA,NA
"Elwis Mijares","sa3021009",0.0341,NA,NA,NA
"Emailin Montilla","sa3020956",0.0467,NA,NA,NA
"Emannoel Madeira","sa3021737",0.0294,NA,NA,NA
"Emerson Hancock","27470",2.51529647058824,0.893,"REZ1",2.81668137803834
"Emerson Talavera","sa3016005",0.0393,NA,NA,NA
"Emiliano Teodo","sa3015158",1.42603042857143,NA,NA,NA
"Emilio Castillo","sa3016812",0.0373,NA,NA,NA
"Emilio Marquez","sa3006145",0.0457,NA,NA,NA
"Emilio Pagan","14771",3.33994588235294,3.857,"REZ1",0.86594396742363
"Emilio Vargas","sa736761",0.0434,NA,NA,NA
"Emilker Guzman","sa3003158",0.0424,NA,NA,NA
"Eminen Flores","sa3019632",0.0378,NA,NA,NA
"Emmanuel Chapman","sa3023456",1.0224,NA,NA,NA
"Emmanuel Clase","21032",4.20337647058823,3.756,"REZ1",1.11910981645054
"Emmanuel Martinez","sa3019055",0.0378,NA,NA,NA
"Emmanuel Ramirez","17304",1.73495833333333,2.788,"REZ1",0.622294954567193
"Emmanuel Reyes","sa3019071",0.0416,NA,NA,NA
"Emmet Sheehan","29839",1.31693666666667,0.756,"REZ1",1.74197971781305
"Emmett Olson","sa3023223",0.043,NA,NA,NA
"Enderjer Sifontes","sa3016458",0.0359,NA,NA,NA
"Enderson Mercado","sa3024254",0.0336,NA,NA,NA
"Endrys Briceno","sa505062",0.0465,NA,NA,NA
"Engel Daniel Peralta","sa3019538",0.0412,NA,NA,NA
"Engel Silvestre","sa3022397",0.0358,NA,NA,NA
"Enger Sanchez","sa3019387",0.0368,NA,NA,NA
"Engert Garcia","sa3021817",0.0392,NA,NA,NA
"Enmanuel Acosta","sa3010325",0.0395,NA,NA,NA
"Enmanuel De Jesus","18554",0.191357142857143,0.549,"REZ1",0.348555815768931
"Enmanuel Mejia","sa3009262",2.0241,NA,NA,NA
"Enmanuel Pinales","sa3018832",0.0441,NA,NA,NA
"Enmanuel Solano","sa921578",0.0404,NA,NA,NA
"Enniel Cortez","sa3021525",0.0394,NA,NA,NA
"Enoli Paredes","20447",1.08647563636364,1.846,"REZ1",0.588556682753866
"Enrique Carta","sa3022048",0.0359,NA,NA,NA
"Enrique Coronel","sa3019739",0.036,NA,NA,NA
"Enrique Santana","sa3007496",0.042,NA,NA,NA
"Enrique Segura","sa3019147",0.038,NA,NA,NA
"Enyel De Los Santos","18403",1.65043882352941,3.713,"REZ1",0.444502780374202
"Enyer Burgos","sa3019481",0.0356,NA,NA,NA
"Enyerber Rivero","sa3022129",0.0352,NA,NA,NA
"Erasmo Ramirez","10314",1.738375,2.814,"REZ1",0.617759417199716
"Erian Rodriguez","sa3019625",0.0415,NA,NA,NA
"Eriberto Vasquez","sa3020970",0.0349,NA,NA,NA
"Eric Adler","sa3020592",1.02215,NA,NA,NA
"Eric Cerantola","sa3017914",1.27887833333333,NA,NA,NA
"Eric Dominguez","sa3019284",0.0438,NA,NA,NA
"Eric Foggo","sa3020948",0.0391,NA,NA,NA
"Eric Hanhold","18332",0.047,NA,NA,NA
"Eric Lauer","19316",2.01548872727273,2.961,"REZ1",0.680678394891161
"Eric Mendez","sa3005433",0.041,NA,NA,NA
"Eric Orze","27626",2.14918294117647,1.548,"REZ1",1.38836107311142
"Eric Pardinho","sa968102",0.52355,NA,NA,NA
"Eric Prado","sa3021780",0.0364,NA,NA,NA
"Eric Reyzelman","sa3020611",0.525,NA,NA,NA
"Eric Silva","sa3017965",1.52285,NA,NA,NA
"Eric Skoglund","16155",0.0491,NA,NA,NA
"Eric Stout","16873",0.0476,NA,NA,NA
"Eric Torres","sa3017262",1.0228,NA,NA,NA
"Eric Veras","sa3024462",0.0327,NA,NA,NA
"Eric Yardley","15538",0.0441,NA,NA,NA
"Eric Yost","sa3022858",0.0473,NA,NA,NA
"Erich Uelmen","20323",1.42408333333333,3.428,"REZ1",0.415426876701672
"Erick Fedde","17425",9.34528823529412,9.535,"REZ1",0.980103642925445
"Erick Padilla","sa3019392",0.0361,NA,NA,NA
"Erick Pinales","sa3007963",0.0413,NA,NA,NA
"Erick Reynoso","sa3021749",0.0257,NA,NA,NA
"Erick Rodriguez","sa3015155",0.0392,NA,NA,NA
"Erik Martinez","sa3020835",0.0496,NA,NA,NA
"Erik Miller","26252",3.39291411764706,2.969,"REZ1",1.14278010025162
"Erik Rivera","sa3010867",0.0444,NA,NA,NA
"Erik Sabrowski","24978",3.79951066666667,2.48,"REZ1",1.53206075268817
"Erik Swanson","16587",3.04397529411765,3.989,"REZ1",0.763092327429844
"Erik Tolman","sa3021719",0.0407,NA,NA,NA
"Eriq Swan","sa3023514",0.0424,NA,NA,NA
"Eris Rodriguez","sa3017859",0.0394,NA,NA,NA
"Ernesto Jaquez","sa3004869",0.0375,NA,NA,NA
"Ernesto Mercedes","sa3018835",0.0427,NA,NA,NA
"Ernie Day","sa3023004",0.0389,NA,NA,NA
"Erubiel Armenta","sa3015125",0.0431,NA,NA,NA
"Ervin Santana","3200",0.046,NA,NA,NA
"Ervin Torres","sa3018827",0.0355,NA,NA,NA
"Esmerlin Vinicio","sa3014708",0.043,NA,NA,NA
"Estarlin Cruz","sa3021000",0.035,NA,NA,NA
"Estarlin Escalante","sa3018906",0.0422,NA,NA,NA
"Estarlin Francisco","sa3023693",0.0269,NA,NA,NA
"Estarlin Rodriguez","sa3004871",0.0415,NA,NA,NA
"Esteban Luna","sa3024100",0.0306,NA,NA,NA
"Estibenzon Jimenez","sa3015983",0.043,NA,NA,NA
"Ethan Bosacker","sa3023163",0.043,NA,NA,NA
"Ethan Chenault","sa3023445",0.0434,NA,NA,NA
"Ethan Hammerberg","sa3019849",0.0372,NA,NA,NA
"Ethan Hankins","sa3008589",0.0527,NA,NA,NA
"Ethan Lindow","sa3005028",0.0497,NA,NA,NA
"Ethan Pecko","sa3022997",2.52705,NA,NA,NA
"Ethan Roberts","24930",1.3416512,1.645,"REZ1",0.815593434650456
"Ethan Routzahn","sa3017206",2.02315,NA,NA,NA
"Ethan Small","26364",1.29729141176471,1.744,"REZ1",0.74385975445224
"Ettore Giulianelli","sa3015281",0.0397,NA,NA,NA
"Eudry Alcantara","sa3019701",0.0291,NA,NA,NA
"Eudrys Manon","sa3009631",0.0447,NA,NA,NA
"Eudy Liriano","sa3021765",0.0313,NA,NA,NA
"Euri Montero","sa3015989",0.0397,NA,NA,NA
"Eury Perez","27768",4.02778470588235,1.135,"REZ1",3.54870899196683
"Eury Ramos","sa873729",0.5227,NA,NA,NA
"Eury Rosado","sa3016489",0.0466,NA,NA,NA
"Evan Fitterer","sa3011433",2.52215,NA,NA,NA
"Evan Gates","sa3017311",1.02335,NA,NA,NA
"Evan Johnson","sa3010000",0.0421,NA,NA,NA
"Evan Justice","30008",1.79832247058824,2.012,"REZ1",0.893798444626359
"Evan Kravetz","27536",1.5229,NA,NA,NA
"Evan Lee","24988",0.0483,NA,NA,NA
"Evan Marshall","12297",0.0473,NA,NA,NA
"Evan McKendry","sa3010787",2.5243,NA,NA,NA
"Evan Miller","sa915725",0.0472,NA,NA,NA
"Evan Phillips","17734",3.06381882352941,3.995,"REZ1",0.766913347566811
"Evan Reifert","sa3014860",1.82572428571429,NA,NA,NA
"Evan Shawver","sa3017780",1.0205,NA,NA,NA
"Evan Sisk","sa3007612",1.88409714285714,NA,NA,NA
"Evan Taylor","sa3019950",0.0423,NA,NA,NA
"Evelio Hernandez","sa3019487",0.0339,NA,NA,NA
"Ever Moya","sa917836",0.0397,NA,NA,NA
"Everhett Hazelwood","sa3017197",0.0378,NA,NA,NA
"Eward Rodriguez","sa3018293",0.0317,NA,NA,NA
"Eybersson Polanco","sa3018301",0.0284,NA,NA,NA
"Ezequiel Bonilla","sa3018334",0.0317,NA,NA,NA
"Ezequiel Jimenez","sa3022146",0.0305,NA,NA,NA
"Ezequiel Ventura","sa3011859",0.0393,NA,NA,NA
"Fabian Gallardo","sa3024091",0.031,NA,NA,NA
"Fabian Soto","sa3023829",0.0275,NA,NA,NA
"Fabian Ysalla","sa3021020",0.0327,NA,NA,NA
"Fabricio Reina","sa3003143",0.0395,NA,NA,NA
"Federik Jimenez","sa3019645",0.0349,NA,NA,NA
"Felipe Bello","sa3020084",0.0396,NA,NA,NA
"Felipe De La Cruz","sa3016065",0.055,NA,NA,NA
"Felipe De Los Santos","sa3019262",0.0345,NA,NA,NA
"Felipito Santos","sa3010805",0.0354,NA,NA,NA
"Felix Arronde","sa3016526",0.0449,NA,NA,NA
"Felix Bautista","20666",3.87228823529412,2.486,"REZ1",1.5576380672945
"Felix Cabrera","sa3016496",0.0425,NA,NA,NA
"Felix Castro","sa3018361",0.0356,NA,NA,NA
"Felix Cepeda","sa3005445",0.52225,NA,NA,NA
"Felix Minjarez","sa3007272",0.0467,NA,NA,NA
