"name","playerid","new_G","G","Source","G_adj_rate"
"Chris Martin","11847",55.6069411764706,58.858,"REZ1",0.944764368080305
"Chris Mauloni","sa3014977",1,NA,NA,NA
"Chris Mazza","14151",1,NA,NA,NA
"Chris McElvain","sa3020806",0.1754,NA,NA,NA
"Chris McMahon","sa3014429",0.1754,NA,NA,NA
"Chris Mokma","sa3011750",1,NA,NA,NA
"Chris Muller","sa3006811",1,NA,NA,NA
"Chris Murphy","26214",10.0595294117647,15.44,"REZ1",0.651523925632429
"Chris Paddack","20099",39.4092470588235,19.818,"REZ1",1.9885582328602
"Chris Rodriguez","22310",16.36105,NA,NA,NA
"Chris Roycroft","31261",43.5589529411765,35.582,"REZ1",1.22418506382937
"Chris Sale","10603",28.6288588235294,29.325,"REZ1",0.976261170452836
"Chris Stratton","13761",49.5185647058824,34.629,"REZ1",1.4299738573416
"Chris Vallimont","24935",10,NA,NA,NA
"Chris Villaman","sa3023559",0.267,NA,NA,NA
"Chris Williams Jr","sa3020466",0.6562,NA,NA,NA
"Chris Wright","sa3011531",0.9118,NA,NA,NA
"Christian Avendano","sa3015777",1,NA,NA,NA
"Christian Chamberlain","sa3014486",1,NA,NA,NA
"Christian Ciuffetelli","sa3020455",1,NA,NA,NA
"Christian Cosby","sa3007245",1,NA,NA,NA
"Christian Edwards","sa3017691",1,NA,NA,NA
"Christian Fernandez","sa917688",0.4682,NA,NA,NA
"Christian MacLeod","sa3018005",10.09225,NA,NA,NA
"Christian McGowan","sa3017896",8.1067,NA,NA,NA
"Christian Mejias","sa946165",0.1952,NA,NA,NA
"Christian Montes De Oca","sa3018207",23,NA,NA,NA
"Christian Oppor","sa3022950",0.2266,NA,NA,NA
"Christian Roa","sa3014477",12.53275,NA,NA,NA
"Christian Rodriguez","sa3022360",0.5721,NA,NA,NA
"Christian Romero","sa3016260",11.14915,NA,NA,NA
"Christian Ruebeck","sa3020900",1,NA,NA,NA
"Christian Scott","30107",11.3129166666667,24.939,"REZ1",0.453623508026251
"Christian Suarez","sa3009222",20,NA,NA,NA
"Christian Tripp","sa3007610",1,NA,NA,NA
"Christian Young","sa3023437",0.4129,NA,NA,NA
"Christian Zazueta","sa3018867",0.3997,NA,NA,NA
"Christopher Hernandez","sa3024217",0.22,NA,NA,NA
"Christopher Troye","sa3017530",15.5,NA,NA,NA
"Christopher Vasquez","sa3015218",0.6661,NA,NA,NA
"Cionel Perez","19614",56.2145764705882,57.428,"REZ1",0.978870524318943
"Clark Cota","sa3006802",1,NA,NA,NA
"Clarke Schmidt","19899",33.4683176470588,22.99,"REZ1",1.45577719212957
"Claudio Galva","sa3016274",0.6562,NA,NA,NA
"Claudio Gatier","sa3021477",1,NA,NA,NA
"Clay Aguilar","sa3015003",1,NA,NA,NA
"Clay Helvey","sa3007459",14.017935,NA,NA,NA
"Clay Holmes","13649",47.1149529411765,59.034,"REZ1",0.798098603197758
"Clayton Andrews","23631",17.129,22.774,"REZ1",0.7521296214982
"Clayton Beeter","27494",26.1192470588235,22.836,"REZ1",1.14377505074547
"Clayton Kershaw","2036",14.7786235294118,23.747,"REZ1",0.622336443736546
"Clayton McGinness","sa1170265",1,NA,NA,NA
"Cleiber Maldonado","sa3016846",0.8681,NA,NA,NA
"Cleiverth Perez","sa3002985",0.9324,NA,NA,NA
"Clevari Tejada","sa3021040",0.3997,NA,NA,NA
"Codi Heuer","23293",1,NA,NA,NA
"Cody Adcock","sa3023175",1,NA,NA,NA
"Cody Bolton","23265",38.4925176470588,43.295,"REZ1",0.889075358518508
"Cody Bradford","27597",37.7952,19.478,"REZ1",1.94040455898963
"Cody Carroll","17664",1,NA,NA,NA
"Cody Deason","sa3007958",0.2505,NA,NA,NA
"Cody Greenhill","sa3017608",1,NA,NA,NA
"Cody Laweryson","sa3010633",14,NA,NA,NA
"Cody Mincey","sa3016707",0.1911,NA,NA,NA
"Cody Morris","25388",13.7011666666667,22.207,"REZ1",0.616975127962654
"Cody Ponce","17920",0.8565,NA,NA,NA
"Cody Poteet","18769",22.4837058823529,11.137,"REZ1",2.01882965631256
"Cody Reed","15232",1,NA,NA,NA
"Cody Scroggins","sa3011417",12,NA,NA,NA
"Cody Sedlock","19357",10.5,NA,NA,NA
"Cody Stashak","18088",11.5,NA,NA,NA
"Cody Tucker","sa3022524",1,NA,NA,NA
"Colby Langford","sa3022800",0.3766,NA,NA,NA
"Colby Morris","sa3014805",0.4715,NA,NA,NA
"Colby White","sa3011200",18.4134,NA,NA,NA
"Cole Ayers","sa3018791",21,NA,NA,NA
"Cole Duensing","sa918090",1,NA,NA,NA
"Cole Henry","sa3014446",35,NA,NA,NA
"Cole Hillier","sa3023232",1,NA,NA,NA
"Cole Irvin","19244",15.9529272727273,25.617,"REZ1",0.622747678210847
"Cole Kirschsieper","sa3020258",0.2637,NA,NA,NA
"Cole McDonald","sa3010652",18,NA,NA,NA
"Cole Paplham","sa3020749",1,NA,NA,NA
"Cole Patten","sa3020623",0.4245,NA,NA,NA
"Cole Percival","sa3014919",10.11945,NA,NA,NA
"Cole Ragans","21846",29.4247176470588,24.547,"REZ1",1.19870931873788
"Cole Sands","21461",58.0363647058824,52.697,"REZ1",1.10132198618294
"Cole Schoenwetter","sa3023567",0.2719,NA,NA,NA
"Cole Stupp","sa3021467",0.6702,NA,NA,NA
"Cole Sulser","15256",29.2511882352941,36.626,"REZ1",0.79864544955207
"Cole Uvila","sa3006804",1,NA,NA,NA
"Cole Waites","25665",17.8971846153846,30.147,"REZ1",0.593663867561768
"Cole Wilcox","sa3014443",12.5877,NA,NA,NA
"Cole Winn","22113",14.1219472727273,27.646,"REZ1",0.510813400590584
"Coleman Crow","sa3015142",0.1754,NA,NA,NA
"Coleman Huntley III","sa3014912",1,NA,NA,NA
"Colin Fields","sa3021985",0.2125,NA,NA,NA
"Colin Holderman","22361",58.7378823529412,53.663,"REZ1",1.09456948647935
"Colin McKee","sa918482",0.8837,NA,NA,NA
"Colin Peluse","sa3011126",15.4134,NA,NA,NA
"Colin Poche","19403",50.7831411764706,36.711,"REZ1",1.38332219706547
"Colin Rea","12317",29.0485647058824,24.871,"REZ1",1.16796930987425
"Colin Schmid","sa3007712",1,NA,NA,NA
"Colin Selby","24986",39.7696941176471,20.971,"REZ1",1.8964138151565
"Collin Baumgartner","sa3023002",21.5,NA,NA,NA
"Collin Kober","sa913150",0.9126,NA,NA,NA
"Collin Lowe","sa3019850",12.819,NA,NA,NA
"Collin McHugh","7531",9.89492857142857,32.19,"REZ1",0.307391381529313
"Collin Snider","23307",57.1599882352941,42.652,"REZ1",1.34014790010537
"Collin Sullivan","sa3017192",1,NA,NA,NA
"Collin Wiles","15106",10,NA,NA,NA
"Colson Lawrence","sa3023210",1,NA,NA,NA
"Colten Brewer","12997",25.2105058823529,40.969,"REZ1",0.615355656285312
"Colten Schmidt","sa3006765",0.4005,NA,NA,NA
"Colton Eastman","sa3008312",0.3354,NA,NA,NA
"Colton Gordon","sa3019426",17.4933833333333,NA,NA,NA
"Colton Hock","sa915685",1,NA,NA,NA
"Colton Johnson","sa3017750",20.5,NA,NA,NA
"Connelly Early","sa3023308",12.0877,NA,NA,NA
"Conner Greene","16455",13.9835,NA,NA,NA
"Conner Loeprich","sa3006986",0.1754,NA,NA,NA
"Conner Menez","19199",1,NA,NA,NA
"Connery Peters","sa3023030",1,NA,NA,NA
"Connor Brogdon","21205",31.8201058823529,27.71,"REZ1",1.14832572653746
"Connor Butler","sa3021727",1,NA,NA,NA
"Connor Cooke","sa3017822",17,NA,NA,NA
"Connor Curlis","sa3006707",1,NA,NA,NA
"Connor Fenlong","sa3023034",1,NA,NA,NA
"Connor Gillispie","26171",22.7518588235294,10.986,"REZ1",2.07098660327047
"Connor Grey","sa918420",0.1886,NA,NA,NA
"Connor Higgins","sa3006808",1,NA,NA,NA
"Connor Holden","sa3020401",1,NA,NA,NA
"Connor Housley","sa3024915",1,NA,NA,NA
"Connor Johnstone","sa3004190",1,NA,NA,NA
"Connor Jones","sa738697",0.1754,NA,NA,NA
"Connor Lunn","sa3011189",1,NA,NA,NA
"Connor McCullough","sa3020603",8.7423,NA,NA,NA
"Connor Noland","sa3020834",12.091,NA,NA,NA
"Connor O'Halloran","sa3023219",0.1754,NA,NA,NA
"Connor Oliver","sa3023200",0.3816,NA,NA,NA
"Connor Overton","18376",8.62975,8.84,"REZ1",0.976216063348416
"Connor Pellerin","sa3015012",1,NA,NA,NA
"Connor Phillips","27649",20.5143411764706,20.553,"REZ1",0.998119066631177
"Connor Prielipp","sa3020808",0.1754,NA,NA,NA
"Connor Prins","sa3022032",1,NA,NA,NA
"Connor Sadzeck","13483",19.5,NA,NA,NA
"Connor Schultz","sa3024948",0.6298,NA,NA,NA
"Connor Seabold","19695",8.64002,15.062,"REZ1",0.573630327977692
"Connor Staine","sa3020739",0.1837,NA,NA,NA
"Connor Thomas","sa3010784",46.5788,NA,NA,NA
"Connor Van Scoyoc","sa3010243",10.59145,NA,NA,NA
"Conor Dryer","sa3017131",0.7576,NA,NA,NA
"Conor Grady","sa3017534",0.2637,NA,NA,NA
"Conor Grammes","sa3011651",17.453,NA,NA,NA
"Conor Larkin","sa3018092",1,NA,NA,NA
"Conor Steinbaugh","sa3023419",0.8615,NA,NA,NA
"Cooper Adams","sa3023457",0.5053,NA,NA,NA
"Cooper Benson","sa3019457",1,NA,NA,NA
"Cooper Bradford","sa3010310",0.8994,NA,NA,NA
"Cooper Chandler","sa3020641",0.9324,NA,NA,NA
"Cooper Criswell","24975",24.6642117647059,33.617,"REZ1",0.733682713053095
"Cooper Hjerpe","sa3020736",8.5877,NA,NA,NA
"Cooper McKeehan","sa3020183",1,NA,NA,NA
"Corbin Burnes","19361",29.7540705882353,26.14,"REZ1",1.13825824744588
"Corbin Martin","19884",12.8524,NA,NA,NA
"Corey Avant","sa3023137",15.7881,NA,NA,NA
"Corey Kluber","2429",5.44785714285714,18.13,"REZ1",0.300488535182413
"Corey Knebel","15010",17,NA,NA,NA
"Corey Oswalt","13677",0.6809,NA,NA,NA
"Cory Abbott","20277",15.1725,18.535,"REZ1",0.818586458052333
"Cory Lewis","sa3020702",14.4420833333333,NA,NA,NA
"Cory Wall","sa3022944",0.4261,NA,NA,NA
"Craig Kimbrel","6655",44.6843647058824,55.046,"REZ1",0.811764064707378
"Craig Stammen","7274",0.939,NA,NA,NA
"Craig Yoho","sa3023032",45.0969,NA,NA,NA
"Cre Finfrock","sa829399",1,NA,NA,NA
"Cristhian Tortosa","sa920454",0.8788,NA,NA,NA
"Cristhofer Gonzalez","sa3019156",1,NA,NA,NA
"Cristian Charle","sa3006407",1,NA,NA,NA
"Cristian Diaz","sa3022040",1,NA,NA,NA
"Cristian Galindo","sa3017986",1,NA,NA,NA
"Cristian Hernandez","sa3005836",15.45425,NA,NA,NA
"Cristian Hernandez","sa3021788",0.2018,NA,NA,NA
"Cristian Javier","17606",17.1100470588235,15.709,"REZ1",1.08918753955207
"Cristian Jimenez","sa3017614",1,NA,NA,NA
"Cristian Mena","27974",14.4992,16.014,"REZ1",0.905407768202823
"Cristian Nunez","sa3019130",0.2538,NA,NA,NA
"Cristian Rueda","sa3019172",0.4113,NA,NA,NA
"Cristobal Abreu","sa3022169",0.4113,NA,NA,NA
"Cristofer Gomez","sa3019567",1,NA,NA,NA
"Cristofer Melendez","sa873429",1,NA,NA,NA
"Cristofer Mezquita","sa3006374",0.356,NA,NA,NA
"Cristofer Ogando","20667",1,NA,NA,NA
"Cristofer Soriano","sa3021827",1,NA,NA,NA
"Cristofher Carrasco","sa3020335",0.7576,NA,NA,NA
"Cristopher Castro","sa3016218",0.2381,NA,NA,NA
"Cristopher Cruz","sa3015301",0.5415,NA,NA,NA
"Cristopher Molina","sa828598",0.6685,NA,NA,NA
"Cristopher Presinal","sa3022233",0.5053,NA,NA,NA
"Cristopher Sanchez","20778",27.9596588235294,23.929,"REZ1",1.1684424264921
"Cruz Noriega","sa3005702",13.72705,NA,NA,NA
"Cullen Kafka","sa3017818",0.4624,NA,NA,NA
"Curtis Taylor","sa917970",0.8953,NA,NA,NA
"Cy Nielson","sa3020321",20.96495,NA,NA,NA
"DJ Herz","26389",32.0822470588235,21.381,"REZ1",1.5005026452843
"DJ McCarty","sa3015222",0.1928,NA,NA,NA
"DJ Snelten","15949",1,NA,NA,NA
"DL Hall","22207",34.0698117647059,22.961,"REZ1",1.48381219305369
"Dahian Santos","sa3015282",11.8454,NA,NA,NA
"Dailoui Abad","sa3016027",1,NA,NA,NA
"Dairon De Jesus","sa3017765",1,NA,NA,NA
"Daison Acosta","sa944989",20.5,NA,NA,NA
"Daiveyon Whittle","sa3007617",0.2365,NA,NA,NA
"Dakody Clemmer","sa918421",1,NA,NA,NA
"Dakota Chalmers","sa875017",10,NA,NA,NA
"Dakota Donovan","sa3014783",1,NA,NA,NA
"Dakota Hawkins","sa3023103",13.69695,NA,NA,NA
"Dakota Hudson","19206",19.0850823529412,21.418,"REZ1",0.891076774345932
"Dakota Mekkes","sa915807",0.8623,NA,NA,NA
"Dale Stanavich","sa3019833",20.5,NA,NA,NA
"Dallas Keuchel","9434",9.16325,17.041,"REZ1",0.537717856933279
"Dallas Woolfolk","sa3007771",1,NA,NA,NA
"Dalton Fowler","sa3023125",0.8912,NA,NA,NA
"Dalton Moats","sa738506",14.5,NA,NA,NA
"Dalton Roach","sa3010567",16,NA,NA,NA
"Dalton Rogers","sa3020479",0.1928,NA,NA,NA
"Dalton Stambaugh","sa3011252",1,NA,NA,NA
"Damian Jimenez","sa3021491",0.3148,NA,NA,NA
"Damian Mendoza","sa3005430",13.4402,NA,NA,NA
"Damon CasettaStubbs","sa3008387",1,NA,NA,NA
"Dan Altavilla","16507",24.9317529411765,30.696,"REZ1",0.812215042389121
"Dan Hammer","sa3011525",13.5,NA,NA,NA
"Dan Straily","9460",6.59265,NA,NA,NA
"Dan Winkler","12237",1,NA,NA,NA
"Dane Acker","sa3014924",5.17995571428571,NA,NA,NA
"Dane Dunning","19409",47.5243294117647,21.383,"REZ1",2.22252861674062
"Danery Tejada","sa3019673",1,NA,NA,NA
"Daniel Bard","7115",29.6641411764706,32.978,"REZ1",0.899513044346855
"Daniel Blair","sa3020744",0.8079,NA,NA,NA
"Daniel Camarena","14467",13,NA,NA,NA
"Daniel Castano","19805",4.46542857142857,13.129,"REZ1",0.340119473793021
"Daniel Corniel","sa3019395",0.1754,NA,NA,NA
"Daniel Duarte","17480",20.175,23.55,"REZ1",0.856687898089172
"Daniel Federman","sa3017460",0.2727,NA,NA,NA
"Daniel Gonzalez","sa3015957",1,NA,NA,NA
"Daniel Gossett","16164",0.2752,NA,NA,NA
"Daniel Guerra","sa3019786",0.1977,NA,NA,NA
"Daniel Guerrero","sa3017789",0.267,NA,NA,NA
"Daniel Harper","sa3020316",18.5,NA,NA,NA
"Daniel Hudson","7146",29.4308333333333,44.085,"REZ1",0.667592907640543
"Daniel Juarez","sa3011139",17.5,NA,NA,NA
"Daniel Keaney","sa3023598",0.4846,NA,NA,NA
"Daniel Lloyd","sa3017538",0.4236,NA,NA,NA
"Daniel Lynch IV","21537",39.7913764705882,21.199,"REZ1",1.87704025994567
"Daniel Martinez","sa3007734",0.5993,NA,NA,NA
"Daniel Mejia","sa3017144",0.22,NA,NA,NA
"Daniel Mengden","16980",0.6858,NA,NA,NA
"Daniel Missaki","sa741947",10.94105,NA,NA,NA
"Daniel Norris","13475",7.89857142857143,25.145,"REZ1",0.314120955600375
"Daniel Nunan","sa3011529",1,NA,NA,NA
"Daniel Nunez","sa3018805",0.2727,NA,NA,NA
"Daniel Nunez","sa3023597",0.3535,NA,NA,NA
"Daniel Palencia","27914",35.53776,36.56,"REZ1",0.972039387308534
"Daniel Ponce de Leon","16110",0.8433,NA,NA,NA
"Daniel Robert","21229",27.8075176470588,25.428,"REZ1",1.09357863957287
"Daniel Tillo","sa876284",0.5003,NA,NA,NA
"Daniel Zamora","17811",1,NA,NA,NA
"Daniele Di Monte","sa3011340",1,NA,NA,NA
"Danis Correa","sa3002980",16.47445,NA,NA,NA
"Dannel Diaz","sa3020822",0.7831,NA,NA,NA
"Danny Carrion","sa3023214",1,NA,NA,NA
"Danny Cody","sa3010662",1,NA,NA,NA
"Danny Coulombe","13293",45.7414,34.065,"REZ1",1.3427682371936
"Danny Denz","sa3015368",0.596,NA,NA,NA
"Danny Dopico","sa875346",1,NA,NA,NA
"Danny Duffy","3542",7.0943,NA,NA,NA
"Danny Flatt","sa3023618",0.2464,NA,NA,NA
"Danny Hilario","sa3018865",1,NA,NA,NA
"Danny Kirwin","sa3023553",0.4846,NA,NA,NA
"Danny Mendick","18889",6,NA,NA,NA
"Danny Moreno","sa3006615",1,NA,NA,NA
"Danny Watson","sa3017952",19,NA,NA,NA
"Danny Wilkinson","sa3020747",1,NA,NA,NA
"Danny Wirchansky","sa3023469",12.131,NA,NA,NA
"Danny Young","18439",50.8249411764706,45.013,"REZ1",1.12911694791439
"Dante Biasi","sa3010647",0.7419,NA,NA,NA
"Dante Mendoza","sa3005361",1,NA,NA,NA
"Dany Jimenez","21170",18.7335636363636,26.655,"REZ1",0.702816118415443
"Danyony Pulido","sa3015502",0.2068,NA,NA,NA
"Darcy Longstaff","sa3022180",0.2892,NA,NA,NA
"Darian Rivero","sa3024528",0.1903,NA,NA,NA
"Dariel Francia","sa3021526",0.7419,NA,NA,NA
"Dariel Polanco","sa3022419",0.1919,NA,NA,NA
"Darien Nunez","21197",0.7848,NA,NA,NA
"Darin Gillies","sa875269",1,NA,NA,NA
"Dario Gardea","sa3007598",1,NA,NA,NA
"Darius Vines","25928",10.58925,17.493,"REZ1",0.605342136854742
"Darlin Alcantara","sa3011436",1,NA,NA,NA
"Darlin Mendez","sa3021035",1,NA,NA,NA
"Darlin Noboa","sa3006821",1,NA,NA,NA
"Darlin Pinales","sa3016211",1,NA,NA,NA
"Darlin Saladin","sa3015949",0.1911,NA,NA,NA
"Darling Florentino","sa3006901",1,NA,NA,NA
"Darling Solano","sa3019246",0.5415,NA,NA,NA
"Darlyn De La Cruz","sa3019139",1,NA,NA,NA
"Darrell Thompson","sa3020814",16,NA,NA,NA
"Darren Bowen","sa3020945",0.1853,NA,NA,NA
"Darren McCaughan","20038",11.9883036363636,21.297,"REZ1",0.562910439797325
"Darren O'Day","3321",1,NA,NA,NA
"Darvin Garcia","sa3011716",1,NA,NA,NA
"Darwin Rodriguez","sa3018877",1,NA,NA,NA
"Darwin Rodriguez","sa3021497",0.389,NA,NA,NA
"Darwinzon Hernandez","19848",1,NA,NA,NA
"Daulton Jefferies","19345",9.25029166666667,18.377,"REZ1",0.503362445810887
"Dauri Moreta","21101",32.3948823529412,17.822,"REZ1",1.81769062691848
"Daury Cabrera","sa3005706",0.5259,NA,NA,NA
"Daury Vasquez","sa3021767",0.2942,NA,NA,NA
"Daury Zapata","sa3020986",1,NA,NA,NA
"David  Landeta","sa3019523",0.6916,NA,NA,NA
"David Bednar","19569",60.7729176470588,56.393,"REZ1",1.0776677539244
"David Bracho","sa3019080",0.4492,NA,NA,NA
"David Buchanan","11176",15.2207109090909,35.068,"REZ1",0.434034188122816
"David Davalillo","sa3020448",0.1829,NA,NA,NA
"David Dominguez","sa3018885",1,NA,NA,NA
"David Ellingson","sa873708",1,NA,NA,NA
"David Festa","30056",34.3697176470588,21.379,"REZ1",1.60763916212446
"David Fletcher","17992",17,NA,NA,NA
"David Griffin","sa3015136",9.34745,NA,NA,NA
"David Hale","9756",0.9076,NA,NA,NA
"David Hess","16130",0.9604,NA,NA,NA
"David Leal","sa1171029",13.3854,NA,NA,NA
"David Lorduy","sa3019135",0.3725,NA,NA,NA
"David McKay","19814",1,NA,NA,NA
"David Morgan","sa3020260",18.5,NA,NA,NA
"David Morillo","sa3009610",1,NA,NA,NA
"David Olivo","sa3016048",1,NA,NA,NA
"David Parkinson","sa3004857",9.1401,NA,NA,NA
"David Peterson","20302",28.1272,19.878,"REZ1",1.41499144783177
"David Phelps","6316",0.9868,NA,NA,NA
"David Price","3184",1,NA,NA,NA
"David Robertson","8241",52.6152,52.577,"REZ1",1.00072655343591
"David Rodriguez","sa3018810",0.1936,NA,NA,NA
"David Rodriguez","sa3023659",0.3371,NA,NA,NA
"David Sanchez","sa917183",1,NA,NA,NA
"David Sandlin","sa3020606",10.5877,NA,NA,NA
"David Tiburcio","sa3016010",0.8714,NA,NA,NA
"Davidxon Lara","sa3022127",1,NA,NA,NA
"Davis Daniel","27582",16.4398,18.723,"REZ1",0.878053730705549
"Davis Feldman","sa3021464",0.3552,NA,NA,NA
"Davis Martin","21448",23.8453529411765,27.146,"REZ1",0.87841129231476
"Davis Polo","sa3019637",0.215,NA,NA,NA
"Davis Schwab","sa3010651",1,NA,NA,NA
"Davis Sharpe","sa3018112",19.5,NA,NA,NA
"Davison Palermo","sa3020480",1,NA,NA,NA
"Dawel Serda","sa3021486",0.2332,NA,NA,NA
"Dawil Almonte","sa3019084",1,NA,NA,NA
"Dawry Segura","sa3017102",1,NA,NA,NA
"Dax Fulton","sa3014535",0.2018,NA,NA,NA
"Dayan Reinoso","sa3017900",1,NA,NA,NA
"Dayeison Arias","sa3002812",1,NA,NA,NA
"Daysbel Hernandez","20271",48.1492235294118,28.432,"REZ1",1.69348704028601
"Dean Kremer","19350",24.7281529411765,24.021,"REZ1",1.0294389468039
"Deck McGuire","11596",0.2406,NA,NA,NA
"Declan Cronin","25645",61.2058,55.069,"REZ1",1.11143837730847
"Dedniel Nunez","23055",43.6623294117647,35.092,"REZ1",1.24422459283497
"Deibi Rodriguez","sa3022137",0.1919,NA,NA,NA
"Deiver Oliveros","sa3021994",1,NA,NA,NA
"Deivi Garcia","20276",21.5569272727273,25.666,"REZ1",0.839902098991946
"Deivy Cruz","sa3016013",1,NA,NA,NA
"Deivy Paulino","sa3024516",0.1936,NA,NA,NA
"Dellin Betances","6216",1,NA,NA,NA
"Delvin Capellan","sa3002996",1,NA,NA,NA
"Delvis Alegre","sa3006352",1,NA,NA,NA
"Demarcus Evans","21087",1,NA,NA,NA
"Dencer Geraldo","sa3017619",1,NA,NA,NA
"Denis Reguillo","sa3019535",1,NA,NA,NA
"Denison Sanchez","sa3018907",1,NA,NA,NA
"Dennis Boatman","sa3017778",1,NA,NA,NA
"Dennis Santana","17878",58.9582588235294,41.846,"REZ1",1.40893415914375
"Denny Bentley","sa3007931",1,NA,NA,NA
"Denny Larrondo","sa3010654",0.1754,NA,NA,NA
"Denny Lima","sa3021787",0.4846,NA,NA,NA
"Denny Roman","sa3007608",1,NA,NA,NA
"Denyi Reyes","20526",5.57392857142857,18.161,"REZ1",0.306917491956862
"Deolis Guerra","8410",1,NA,NA,NA
"Dereck Rodriguez","14509",9.08342857142857,29.292,"REZ1",0.31009929576091
"Derek Casey","sa3008259",0.793,NA,NA,NA
"Derek Corro","sa3019259",0.798,NA,NA,NA
"Derek Craft","sa3006824",1,NA,NA,NA
"Derek Diamond","sa3020470",0.2084,NA,NA,NA
"Derek Holland","4141",0.9555,NA,NA,NA
"Derek Law","13133",65.4456941176471,53.708,"REZ1",1.21854647571399
"Derek Molina","sa3005202",1,NA,NA,NA
"Derek True","sa3023126",0.2356,NA,NA,NA
"Derek West","sa3010557",1,NA,NA,NA
"Deretd Parra","sa3011624",1,NA,NA,NA
"Dermis Ordonez","sa3019145",1,NA,NA,NA
"Derrick Edington","sa3023665",1,NA,NA,NA
"Destin Dotson","sa3009988",1,NA,NA,NA
"Develson Aria","sa3008726",0.3222,NA,NA,NA
"Devereaux Harrison","sa3020259",12.0877,NA,NA,NA
"Devin Conn","sa3007252",1,NA,NA,NA
"Devin Kirby","sa3022908",1,NA,NA,NA
"Devin Smeltzer","19487",13.627,17.131,"REZ1",0.795458525480124
"Devin Sweet","25348",30.9754588235294,16.134,"REZ1",1.9198871218253
"Devin Williams","15816",56.3032705882353,45.408,"REZ1",1.23994165319405
"Devon Roedahl","sa3010774",1,NA,NA,NA
"Deybi Salcedo","sa3022389",0.2604,NA,NA,NA
"Deyer Zapata","sa3016063",1,NA,NA,NA
"Deylen Miley","sa3017366",0.3041,NA,NA,NA
"Deyni Olivero","sa917869",0.1754,NA,NA,NA
"Dheygler Gimenez","sa3011879",0.1878,NA,NA,NA
"Dianye Florentino","sa3016252",1,NA,NA,NA
"Didier Fuentes","sa3018841",0.1853,NA,NA,NA
"Didier Vargas","sa3002981",1,NA,NA,NA
"Diego A Castillo","19906",39,NA,NA,NA
"Diego Barrera","sa3023203",0.9744,NA,NA,NA
"Diego Castillo","17496",31.8393066666667,36.786,"REZ1",0.865527827615578
"Diego Chiquillo","sa3016582",1,NA,NA,NA
"Diego Dominguez","sa3019063",1,NA,NA,NA
"Diego Dugarte","sa3019293",0.2785,NA,NA,NA
"Diego Granado","sa3014931",0.8672,NA,NA,NA
"Diego Hernandez","sa3019385",1,NA,NA,NA
"Diego Navarro","sa3016591",0.7419,NA,NA,NA
"Diego Palmero","sa3021573",0.2068,NA,NA,NA
"Dielmon Urena","sa3016485",1,NA,NA,NA
"Dietrich Enns","13932",15,NA,NA,NA
"Dikember Sanchez","sa3016033",1,NA,NA,NA
"Dilan Figueredo","sa3019555",1,NA,NA,NA
"Dillon Larsen","sa3018263",0.8359,NA,NA,NA
"Dillon Maples","14672",1,NA,NA,NA
"Dillon Overton","15627",0.1903,NA,NA,NA
"Dillon Peters","18790",0.8112,NA,NA,NA
"Dillon Tate","17796",36.3884235294118,41.856,"REZ1",0.869371739521497
"Dinelson Lamet","17186",13.6871666666667,24.623,"REZ1",0.555869173807687
"Diogenes Almengo","sa835215",1,NA,NA,NA
"Diomede Sierra","sa3009586",1,NA,NA,NA
"Dioni Baez","sa3018309",1,NA,NA,NA
"Dionys Rodriguez","sa3005877",1,NA,NA,NA
"Dioris De La Rosa","sa3024240",0.1919,NA,NA,NA
"Diorys Guerrero","sa3009503",1,NA,NA,NA
"Diosmerky Taveras","sa3004872",1,NA,NA,NA
"Diovel Mariano","sa3018363",1,NA,NA,NA
"Doimil Perez","sa3017104",1,NA,NA,NA
"Dom Hamel","sa3017949",12.0877,NA,NA,NA
"Domingo Acevedo","17092",6.99457142857143,21.981,"REZ1",0.318209882560913
"Domingo German","17149",8.48826,8.391,"REZ1",1.0115909903468
"Domingo Geronimo","sa3018851",1,NA,NA,NA
"Domingo Gonzalez","sa3007495",39.4107857142857,NA,NA,NA
"Domingo Robles","sa872881",11.13225,NA,NA,NA
"Domingo Tapia","12178",6.64771428571429,20.767,"REZ1",0.320109514408161
"Dominic Hambley","sa3017999",1,NA,NA,NA
"Dominic Leone","13763",23.3514909090909,38.749,"REZ1",0.60263467209711
"Dominic Perachi","sa3020841",11.62195,NA,NA,NA
"Dominic Pipkin","sa3007896",1,NA,NA,NA
"Donal Montas","sa3019394",1,NA,NA,NA
"Donny Troconis","sa3020992",0.2505,NA,NA,NA
"Donovan Benoit","sa3017464",15,NA,NA,NA
"Donovan Walton","19314",9,NA,NA,NA
"Donye Evans","sa3023037",0.8714,NA,NA,NA
"Donys Garcia","sa3015941",1,NA,NA,NA
"Doug Kirkland","sa3023095",1,NA,NA,NA
"Doug Nikhazy","sa3018110",24.7937285714286,NA,NA,NA
"Douglas Orellana","sa3016817",0.2431,NA,NA,NA
"Drake Fellows","sa3015208",11.17965,NA,NA,NA
"Drew Anderson","15130",12.9625,NA,NA,NA
"Drew Carlton","19868",5.446,16.561,"REZ1",0.328844876517119
"Drew Conover","sa3023279",0.3939,NA,NA,NA
"Drew Dowd","sa3023509",0.201,NA,NA,NA
"Drew Garrett","sa3022322",1,NA,NA,NA
"Drew Gray","sa3017964",0.1754,NA,NA,NA
"Drew Hutchison","10732",0.2983,NA,NA,NA
"Drew Irvine","sa3019642",1,NA,NA,NA
